t_rel_s,t_unix,mode,cycle,phase,setpoint_n,force_net_n,lc_seq,lc_t_us,lc_voltage_raw_v,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,pose_age_ms,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,touch_t_us,taxel_age_ms,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0427,1788965018.8111,TOUCH,1,0,0.5000,-0.0081,565434,657826371,-3.7292097,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0451,1788965018.8135,TOUCH,1,0,0.5000,-0.0080,565435,657828762,-3.6874676,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0475,1788965018.8159,TOUCH,1,0,0.5000,-0.0078,565436,657831153,-3.7111809,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0506,1788965018.8190,TOUCH,1,0,0.5000,-0.0076,565437,657833532,-3.7374272,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0524,1788965018.8208,TOUCH,1,0,0.5000,-0.0076,565438,657836043,-3.7697663,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0549,1788965018.8233,TOUCH,1,0,0.5000,-0.0075,565439,657838561,-3.7365196,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0576,1788965018.8260,TOUCH,1,0,0.5000,-0.0075,565440,657841085,-3.7472374,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0600,1788965018.8284,TOUCH,1,0,0.5000,-0.0075,565441,657843571,-3.7225342,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0612,1788965018.8296,TOUCH,1,0,0.5000,-0.0074,565442,657844866,-3.7284942,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0650,1788965018.8334,TOUCH,1,0,0.5000,-0.0073,565443,657848571,-3.7561917,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0675,1788965018.8359,TOUCH,1,0,0.5000,-0.0073,565444,657851112,-3.7603889,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0702,1788965018.8386,TOUCH,1,0,0.5000,-0.0074,565445,657853525,-3.7436593,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0725,1788965018.8409,TOUCH,1,0,0.5000,-0.0074,565446,657856080,-3.7323246,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0750,1788965018.8434,TOUCH,1,0,0.5000,-0.0073,565447,657858552,-3.7495897,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0773,1788965018.8457,TOUCH,1,0,0.5000,-0.0073,565448,657861005,-3.7087247,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0799,1788965018.8483,TOUCH,1,0,0.5000,-0.0072,565449,657863573,-3.7287626,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0827,1788965018.8511,TOUCH,1,0,0.5000,-0.0071,565450,657866123,-3.7219191,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0851,1788965018.8535,TOUCH,1,0,0.5000,-0.0070,565451,657868708,-3.7278392,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0874,1788965018.8558,TOUCH,1,0,0.5000,-0.0069,565452,657871120,-3.7442501,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0902,1788965018.8587,TOUCH,1,0,0.5000,-0.0068,565453,657873710,-3.7564938,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0913,1788965018.8597,TOUCH,1,0,0.5000,-0.0068,565454,657874941,-3.7361519,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0949,1788965018.8633,TOUCH,1,0,0.5000,-0.0068,565455,657878569,-3.7315323,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0974,1788965018.8658,TOUCH,1,0,0.5000,-0.0067,565456,657881055,-3.7126355,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1000,1788965018.8684,TOUCH,1,0,0.5000,-0.0066,565457,657883592,-3.7279487,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1024,1788965018.8708,TOUCH,1,0,0.5000,-0.0064,565458,657886061,-3.7154813,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1049,1788965018.8733,TOUCH,1,0,0.5000,-0.0063,565459,657888554,-3.7763925,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1077,1788965018.8761,TOUCH,1,0,0.5000,-0.0065,565460,657891272,-3.7835882,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1102,1788965018.8786,TOUCH,1,0,0.5000,-0.0067,565461,657893862,-3.7695670,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1126,1788965018.8810,TOUCH,1,0,0.5000,-0.0068,565462,657896249,-3.7651892,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1150,1788965018.8834,TOUCH,1,0,0.5000,-0.0069,565463,657898625,-3.7237155,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1174,1788965018.8858,TOUCH,1,0,0.5000,-0.0068,565464,657901025,-3.7278314,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1200,1788965018.8884,TOUCH,1,0,0.5000,-0.0066,565465,657903603,-3.7155018,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1224,1788965018.8908,TOUCH,1,0,0.5000,-0.0065,565466,657906079,-3.7560694,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1250,1788965018.8934,TOUCH,1,0,0.5000,-0.0066,565467,657908558,-3.7540102,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1274,1788965018.8958,TOUCH,1,0,0.5000,-0.0066,565468,657911063,-3.7391720,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1306,1788965018.8990,TOUCH,1,0,0.5000,-0.0067,565469,657913573,-3.7609997,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1327,1788965018.9011,TOUCH,1,0,0.5000,-0.0068,565470,657916295,-3.7610016,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1351,1788965018.9035,TOUCH,1,0,0.5000,-0.0068,565471,657918704,-3.7342782,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1375,1788965018.9059,TOUCH,1,0,0.5000,-0.0069,565472,657921084,-3.7673724,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1401,1788965018.9085,TOUCH,1,0,0.5000,-0.0070,565473,657923719,-3.7865238,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1426,1788965018.9110,TOUCH,1,0,0.5000,-0.0071,565474,657926292,-3.7524910,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1450,1788965018.9135,TOUCH,1,0,0.5000,-0.0072,565475,657928707,-3.7718246,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1474,1788965018.9158,TOUCH,1,0,0.5000,-0.0073,565476,657931070,-3.7566638,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1504,1788965018.9188,TOUCH,1,0,0.5000,-0.0073,565477,657933600,-3.7504065,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1524,1788965018.9208,TOUCH,1,0,0.5000,-0.0074,565478,657936052,-3.7336054,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1550,1788965018.9234,TOUCH,1,0,0.5000,-0.0074,565479,657938599,-3.7795601,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1574,1788965018.9258,TOUCH,1,0,0.5000,-0.0074,565480,657941005,-3.7585979,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1600,1788965018.9284,TOUCH,1,0,0.5000,-0.0075,565481,657943552,-3.7396474,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1624,1788965018.9308,TOUCH,1,0,0.5000,-0.0075,565482,657946058,-3.6955774,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1651,1788965018.9335,TOUCH,1,0,0.5000,-0.0074,565483,657948576,-3.7490559,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1676,1788965018.9360,TOUCH,1,0,0.5000,-0.0074,565484,657951249,-3.7460136,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1703,1788965018.9387,TOUCH,1,0,0.5000,-0.0074,565485,657953706,-3.7484536,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1731,1788965018.9415,TOUCH,1,0,0.5000,-0.0074,565486,657956671,-3.7415845,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1754,1788965018.9438,TOUCH,1,0,0.5000,-0.0074,565487,657959116,-3.7271559,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1779,1788965018.9463,TOUCH,1,0,0.5000,-0.0073,565488,657961448,-3.7078364,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1802,1788965018.9486,TOUCH,1,0,0.5000,-0.0072,565489,657963865,-3.7260387,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1827,1788965018.9511,TOUCH,1,0,0.5000,-0.0071,565490,657966231,-3.7555950,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1851,1788965018.9535,TOUCH,1,0,0.5000,-0.0072,565491,657968744,-3.7579534,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1876,1788965018.9560,TOUCH,1,0,0.5000,-0.0072,565492,657971163,-3.7278180,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1903,1788965018.9587,TOUCH,1,0,0.5000,-0.0071,565493,657973765,-3.7229578,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1926,1788965018.9610,TOUCH,1,0,0.5000,-0.0070,565494,657976235,-3.7357152,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1950,1788965018.9634,TOUCH,1,0,0.5000,-0.0069,565495,657978641,-3.7073677,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1975,1788965018.9659,TOUCH,1,0,0.5000,-0.0068,565496,657981052,-3.7413394,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1999,1788965018.9683,TOUCH,1,0,0.5000,-0.0067,565497,657983561,-3.7199929,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2025,1788965018.9709,TOUCH,1,0,0.5000,-0.0067,565498,657986084,-3.7713025,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2049,1788965018.9733,TOUCH,1,0,0.5000,-0.0068,565499,657988517,-3.7740679,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2074,1788965018.9758,TOUCH,1,0,0.5000,-0.0069,565500,657991120,-3.7726755,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2103,1788965018.9787,TOUCH,1,0,0.5000,-0.0071,565501,657993569,-3.7679427,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2125,1788965018.9809,TOUCH,1,0,0.5000,-0.0072,565502,657996240,-3.7553172,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2153,1788965018.9837,TOUCH,1,0,0.5000,-0.0072,565503,657998824,-3.7510660,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2180,1788965018.9864,TOUCH,1,0,0.5000,-0.0072,565504,658001468,-3.7296858,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2203,1788965018.9887,TOUCH,1,0,0.5000,-0.0072,565505,658003884,-3.7441397,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2227,1788965018.9911,TOUCH,1,0,0.5000,-0.0071,565506,658006316,-3.7295742,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2251,1788965018.9935,TOUCH,1,0,0.5000,-0.0071,565507,658008720,-3.7328110,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2275,1788965018.9960,TOUCH,1,0,0.5000,-0.0070,565508,658011166,-3.7200601,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2306,1788965018.9990,TOUCH,1,0,0.5000,-0.0069,565509,658013563,-3.7292857,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2325,1788965019.0009,TOUCH,1,0,0.5000,-0.0068,565510,658016061,-3.7392235,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2351,1788965019.0035,TOUCH,1,0,0.5000,-0.0068,565511,658018593,-3.7489254,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2375,1788965019.0059,TOUCH,1,0,0.5000,-0.0068,565512,658021148,-3.7455585,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
