t_rel_s,sim_Little_deg,real_Little_deg
3.6880,6.8754,0.0000
3.6920,6.8756,0.0000
3.6960,6.8754,0.0000
3.7000,6.8756,0.0000
3.7040,6.8754,0.0000
3.7080,6.8756,0.0000
3.7120,6.8754,0.0000
3.7160,6.8756,0.0000
3.7200,6.8754,0.0000
3.7240,6.8756,0.0000
3.7280,6.8754,0.0000
3.7320,6.8756,0.0000
3.7360,6.8754,0.0000
3.7400,6.8756,0.0000
3.7440,6.8754,0.0000
3.7480,6.8756,0.0000
3.7520,6.8754,0.0000
3.7560,6.8756,0.0000
3.7600,6.8754,0.0000
3.7640,6.8756,0.0000
3.7680,6.8754,0.0000
3.7720,6.8756,0.0000
3.7760,6.8754,0.0000
3.7800,6.8756,0.0000
3.7840,6.8754,0.0000
3.7880,6.8756,0.0000
3.7920,6.8754,0.0000
3.7960,6.8756,0.0000
3.8000,6.8754,0.0000
3.8040,6.8756,0.0000
3.8080,6.8754,0.0000
3.8120,6.8756,0.0000
3.8160,6.8754,0.0000
3.8200,6.8756,0.0000
3.8240,6.8754,0.0000
3.8280,6.8756,0.0000
3.8320,6.8754,0.0000
3.8360,6.8756,0.0000
3.8400,6.8754,0.0000
3.8440,6.8756,0.0000
3.8480,6.8754,0.0000
3.8520,6.8756,0.0000
3.8560,6.8754,0.0000
3.8600,6.8756,0.0000
3.8640,6.8754,0.0000
3.8680,6.8756,0.0000
3.8720,6.8754,0.0000
3.8760,6.8756,0.0000
3.8800,6.8754,0.0000
3.8840,6.8756,0.0000
3.8880,6.8754,0.0000
3.8920,6.8756,0.0000
3.8960,6.8754,0.0000
3.9000,6.8756,0.0000
3.9040,6.8754,0.0000
3.9080,6.8756,0.0000
3.9120,6.8754,0.0000
3.9160,6.8756,0.0000
3.9200,6.8754,0.0000
3.9240,6.8756,0.0000
3.9280,6.8754,0.0000
3.9320,6.8756,0.0000
3.9360,6.8754,0.0000
3.9400,6.8756,0.0000
3.9440,6.8754,0.0000
3.9480,6.8756,0.0000
3.9520,6.8754,0.0000
3.9560,6.8756,0.0000
3.9600,6.8754,0.0000
3.9640,6.8756,0.0000
3.9680,6.8754,0.0000
3.9720,6.8756,0.0000
3.9760,6.8754,0.0000
3.9800,6.8756,0.0000
3.9840,6.8754,0.0000
3.9880,6.8756,0.0000
3.9920,6.8754,0.0000
3.9960,6.8756,0.0000
4.0000,6.8754,0.0000
4.0040,6.8756,0.0000
4.0080,6.8754,0.0000
4.0120,6.8756,0.0000
4.0160,6.8754,0.0000
4.0200,6.8756,0.0000
4.0240,6.8754,0.0000
4.0280,6.8756,0.0000
4.0320,6.8754,0.0000
4.0360,6.8756,0.0000
4.0400,6.8754,0.0000
4.0440,6.8756,0.0000
4.0480,6.8754,0.0000
4.0520,6.8756,0.0000
4.0560,6.8754,0.0000
4.0600,6.8756,0.0000
4.0640,6.8754,0.0000
4.0680,6.8756,0.0000
4.0720,6.8754,0.0000
4.0760,6.8756,0.0000
4.0800,6.8754,0.0000
4.0840,6.8756,0.0000
4.0880,6.8754,0.0000
4.0920,6.8756,0.0000
4.0960,6.8754,0.0000
4.1000,6.8756,0.0000
4.1040,6.8754,0.0000
4.1080,6.8756,0.0000
4.1120,6.8754,0.0000
4.1160,6.8756,0.0000
4.1200,6.8754,0.0000
4.1240,6.8756,0.0000
4.1280,6.8754,0.0000
4.1320,6.8756,0.0000
4.1360,6.8754,0.0000
4.1400,6.8756,0.0000
4.1440,6.8754,0.0000
4.1480,6.8756,0.0000
4.1520,6.8754,0.0000
4.1560,6.8756,0.0000
4.1600,6.8754,0.0000
4.1640,6.8756,0.0000
4.1680,6.8754,0.0000
4.1720,6.8756,0.0000
4.1760,6.8754,0.0000
4.1800,6.8756,0.0000
4.1840,6.8754,0.0000
4.1880,6.8756,0.0000
4.1920,6.8754,0.0000
4.1960,6.8756,0.0000
4.2000,6.8754,0.0000
4.2040,6.8756,0.0000
4.2080,6.8754,0.0000
4.2120,6.8756,0.0000
4.2160,6.8754,0.0000
4.2200,6.8756,0.0000
4.2240,6.8754,0.0000
4.2280,6.8756,0.0000
4.2320,6.8754,0.0000
4.2360,6.8756,0.0000
4.2400,6.8754,0.0000
4.2440,6.8756,0.0000
4.2480,6.8754,0.0000
4.2520,6.8756,0.0000
4.2560,6.8754,0.0000
4.2600,6.8756,0.0000
4.2640,6.8754,0.0000
4.2680,6.8756,0.0000
4.2720,6.8754,0.0000
4.2760,6.8755,0.0000
4.2800,6.8754,0.0000
4.2840,6.8756,0.0000
4.2880,6.8754,0.0000
4.2920,6.8756,0.1518
4.2960,6.8754,0.5960
4.3000,6.8756,0.5960
4.3040,6.8754,0.5960
4.3080,6.8755,1.6624
4.3120,6.8754,2.3841
4.3160,6.8756,2.6165
4.3200,6.8754,3.5762
4.3240,6.8756,3.5762
4.3280,6.8754,4.2999
4.3320,6.8756,5.0068
4.3360,6.8754,5.3642
4.3400,6.8756,5.3642
4.3440,6.8754,5.8171
4.3480,6.8756,5.9603
4.3520,6.8754,5.9603
4.3560,6.8756,5.9603
4.3600,6.8754,5.9747
4.3640,6.8756,7.4380
4.3680,6.8754,7.7483
4.3720,6.8756,8.2546
4.3760,6.8754,8.9404
4.3800,6.8756,8.9404
4.3840,6.8754,8.9404
4.3880,6.8756,9.5839
4.3920,6.8754,10.1325
4.3960,6.8756,10.1325
4.4000,6.8754,10.1414
4.4040,6.8755,11.0917
4.4080,6.8754,11.3245
4.4120,6.8756,11.3245
4.4160,6.8754,11.6049
4.4200,6.8756,12.5284
4.4240,6.8754,13.0178
4.4280,6.8756,13.1126
4.4320,6.8754,13.3643
4.4360,6.8756,13.8260
4.4400,6.8754,14.2996
4.4440,6.8756,14.3046
4.4480,6.8754,14.6270
4.4520,6.8755,15.1725
4.4560,6.8754,15.4967
4.4600,6.8947,15.4967
4.4640,7.1364,16.4885
4.4680,7.1365,16.6887
4.4720,7.1364,16.6887
4.4760,7.1365,17.1423
4.4800,7.2438,18.4768
4.4840,8.4101,18.4768
4.4880,8.4101,18.4768
4.4920,8.4101,18.9735
4.4960,8.4101,19.6689
4.5000,8.5173,19.6689
4.5040,9.9112,20.1790
4.5080,9.9113,20.6578
4.5120,9.9112,20.8609
4.5160,9.9113,21.1579
4.5200,9.9112,22.0866
4.5240,11.3712,22.5578
4.5280,11.3712,22.6490
4.5320,11.3712,22.9342
4.5360,11.3712,23.4190
4.5400,11.4673,23.8411
4.5440,12.9544,23.8411
4.5480,12.9544,24.6622
4.5520,12.9544,25.3368
4.5560,12.9544,25.6291
4.5600,13.1010,25.6972
4.5640,14.6444,26.1633
4.5680,14.6443,26.6506
4.5720,14.6444,26.8212
4.5760,14.6443,26.9824
4.5800,14.6444,27.4547
4.5840,16.2587,27.9404
4.5880,16.2680,28.0132
4.5920,16.2679,28.7518
4.5960,16.2680,29.8013
4.6000,16.3623,29.8013
4.6040,18.0724,29.8013
4.6080,18.0724,30.6651
4.6120,18.0724,30.9934
4.6160,18.0724,30.9934
4.6200,18.2176,31.2273
4.6240,19.7952,32.6399
4.6280,19.7952,32.7815
4.6320,19.7952,33.0981
4.6360,19.7952,33.5742
4.6400,19.9355,33.9735
4.6440,21.6062,33.9735
4.6480,21.6061,34.8084
4.6520,21.6062,35.1656
4.6560,21.6061,35.1656
4.6600,21.6062,35.3402
4.6640,21.6851,36.2712
4.6680,23.4141,36.8129
4.6720,23.4141,36.9536
4.6760,23.4141,37.1555
4.6800,23.4478,37.6047
4.6840,25.2194,38.0758
4.6880,25.2193,38.1457
4.6920,25.2194,38.1457
4.6960,25.2193,38.7912
4.7000,25.2194,39.9338
4.7040,25.3454,39.9338
4.7080,27.1813,39.9338
4.7120,27.1812,40.5673
4.7160,27.1813,41.1258
4.7200,27.3310,41.1258
4.7240,29.0406,41.1258
4.7280,29.0405,42.4482
4.7320,29.0406,42.9139
4.7360,29.0405,43.1384
4.7400,29.0406,43.6006
4.7440,29.0506,44.0586
4.7480,30.9698,44.1060
4.7520,30.9698,44.1060
4.7560,30.9698,44.5710
4.7600,30.9698,45.2980
4.7640,31.0254,45.2980
4.7680,32.8802,45.2980
4.7720,32.8803,45.9588
4.7760,32.8802,46.4901
4.7800,32.9226,46.4901
4.7840,34.6948,46.4901
4.7880,34.6949,47.3036
4.7920,34.6948,47.6821
4.7960,34.6949,47.6821
4.8000,34.6948,47.8893
4.8040,34.7042,48.7984
4.8080,36.4265,48.8742
4.8120,36.4265,48.8742
4.8160,36.4265,49.6095
4.8200,36.4265,50.6623
4.8240,36.4741,50.6623
4.8280,38.3246,51.6063
4.8320,38.3246,51.8543
4.8360,38.3247,51.8543
4.8400,38.3246,52.0744
4.8440,38.3921,53.0178
4.8480,40.1285,53.5419
4.8520,40.1286,53.6424
4.8560,40.1285,53.8860
4.8600,40.1286,54.2384
4.8640,40.1715,54.2384
4.8680,42.0099,54.2384
4.8720,42.0098,54.2384
4.8760,42.0099,54.7706
4.8800,42.0099,55.5754
4.8840,42.0099,56.0265
4.8880,43.7993,56.0265
4.8920,43.7993,56.7006
4.8960,43.7993,57.2185
4.9000,43.7993,57.2185
4.9040,43.7993,57.2593
4.9080,45.5886,58.2163
4.9120,45.5885,58.7881
4.9160,45.5886,59.0066
4.9200,45.5885,59.1368
4.9240,45.5886,59.6355
4.9280,47.3776,60.1226
4.9320,47.3776,60.1987
4.9360,47.3776,60.1987
4.9400,47.3776,60.4978
4.9440,47.4299,61.4274
4.9480,49.0871,61.9023
4.9520,49.0871,61.9868
4.9560,49.0871,62.2745
4.9600,49.0871,62.5828
4.9640,49.1668,62.5828
4.9680,50.8865,62.5828
4.9720,50.8866,63.4142
4.9760,50.8865,64.0752
4.9800,50.8866,64.3709
4.9840,50.8865,64.4055
4.9880,52.6845,64.8678
4.9920,52.6844,65.3536
4.9960,52.6845,65.5629
5.0000,52.6844,65.9034
5.0040,52.6992,66.7550
5.0080,54.4015,66.7550
5.0120,54.4016,66.7550
5.0160,54.4015,67.3447
5.0200,54.4016,67.9470
5.0240,54.4350,67.9470
5.0280,56.2077,67.9470
5.0320,56.2076,68.7875
5.0360,56.2077,69.4492
5.0400,56.2076,69.7351
5.0440,56.2556,69.7351
5.0480,57.2957,69.7351
5.0520,57.2957,70.1694
5.0560,57.2956,70.3311
5.0600,57.2958,70.3311
5.0640,57.2956,70.4413
5.0680,57.2958,71.3854
5.0720,57.2956,71.9585
5.0760,57.2958,72.1192
5.0800,57.2956,72.3022
5.0840,57.2958,72.7741
5.0880,57.2956,73.2195
5.0920,57.2958,73.3113
5.0960,57.2955,73.3113
5.1000,57.2958,73.7268
5.1040,57.2955,74.5841
5.1080,57.2958,75.0542
5.1120,57.2956,75.0993
5.1160,57.2958,75.4252
5.1200,57.2955,75.6954
5.1240,57.2959,75.6954
5.1280,57.2956,75.6954
5.1320,57.2958,76.5858
5.1360,57.2955,77.2200
5.1400,57.2959,77.4834
5.1440,57.2955,77.5603
5.1480,57.2958,78.0398
5.1520,57.2955,78.5351
5.1560,57.2959,78.6755
5.1600,57.2955,78.8845
5.1640,57.2958,79.3621
5.1680,57.2955,79.8215
5.1720,57.2959,79.8675
5.1760,57.2956,79.8675
5.1800,57.2958,79.8675
5.1840,57.2955,79.8675
5.1880,57.2958,79.8675
5.1920,57.2955,79.8675
5.1960,57.2959,79.8675
5.2000,57.2955,79.8675
5.2040,57.2959,79.8675
5.2080,57.2955,79.8675
5.2120,57.2959,79.8675
5.2160,57.2956,79.8675
5.2200,57.2958,79.8675
5.2240,57.2955,79.8675
5.2280,57.2959,79.8675
5.2320,57.2956,79.8675
5.2360,57.2958,79.8675
5.2400,57.2955,79.8675
5.2440,57.2959,79.8675
5.2480,57.2956,79.8675
5.2520,57.2958,79.8675
5.2560,57.2955,79.8675
5.2600,57.2959,79.8675
5.2640,57.2955,79.8675
5.2680,57.2958,79.8675
5.2720,57.2955,79.8675
5.2760,57.2959,79.8675
5.2800,57.2955,79.8675
5.2840,57.2959,79.8675
5.2880,57.2956,79.8675
5.2920,57.2958,79.8675
5.2960,57.2955,79.8675
5.3000,57.2959,79.8675
5.3040,57.2955,79.8675
5.3080,57.2958,79.8675
5.3120,57.2955,79.8675
5.3160,57.2959,79.8675
5.3200,57.2955,79.8675
5.3240,57.2959,79.8675
5.3280,57.2956,79.8675
5.3320,57.2958,79.8675
5.3360,57.2955,79.8675
5.3400,57.2959,79.8675
5.3440,57.2956,79.8675
5.3480,57.2958,79.8675
5.3520,57.2955,79.8675
5.3560,57.2958,79.8675
5.3600,57.2955,79.8675
5.3640,57.2959,79.8675
5.3680,57.2955,79.8675
5.3720,57.2958,79.8675
5.3760,57.2955,79.8675
5.3800,57.2959,79.8675
5.3840,57.2955,79.8675
5.3880,57.2959,79.8675
5.3920,57.2956,79.8675
5.3960,57.2958,79.8675
5.4000,57.2955,79.8675
5.4040,57.2959,79.8675
5.4080,57.2956,79.8675
5.4120,57.2958,79.8675
5.4160,57.2955,79.8675
5.4200,57.2959,79.8675
5.4240,57.2956,79.8675
5.4280,57.2958,79.8675
5.4320,57.2955,79.8675
5.4360,57.2959,79.8675
5.4400,57.2956,79.8675
5.4440,57.2958,79.8675
5.4480,57.2955,79.8675
5.4520,57.2959,79.8675
5.4560,57.2955,79.8675
5.4600,57.2959,79.8675
5.4640,57.2955,79.8675
5.4680,57.2958,79.8675
5.4720,57.2956,79.8675
5.4760,57.2958,79.8675
5.4800,57.2955,79.8675
5.4840,57.2959,79.8675
5.4880,57.2955,79.8675
5.4920,57.2958,79.8675
5.4960,57.2955,79.8675
5.5000,57.2959,79.8675
5.5040,57.2955,79.8675
5.5080,57.2958,79.8675
5.5120,57.2955,79.8675
5.5160,57.2959,79.8675
5.5200,57.2956,79.8675
5.5240,57.2958,79.8675
5.5280,57.2955,79.8675
5.5320,57.2959,79.8675
5.5360,57.2956,79.8675
5.5400,57.2958,79.8675
5.5440,57.2955,79.8675
5.5480,57.2959,79.8675
5.5520,57.2956,79.8675
5.5560,57.2958,79.8675
5.5600,57.2955,79.8675
5.5640,57.2959,79.8675
5.5680,57.2956,79.8675
5.5720,57.2958,79.8675
5.5760,57.2955,79.8675
5.5800,57.2959,79.8675
5.5840,57.2956,79.8675
5.5880,57.2958,79.8675
5.5920,57.2955,79.8675
5.5960,57.2959,79.8675
5.6000,57.2956,79.8675
5.6040,57.2958,79.8675
5.6080,57.2955,79.8675
5.6120,57.2959,79.8675
5.6160,57.2955,79.8675
5.6200,57.2958,79.8675
5.6240,57.2955,79.8675
5.6280,57.2958,79.8675
5.6320,57.2955,79.8675
5.6360,57.2959,79.8675
5.6400,57.2956,79.8675
5.6440,57.2958,79.8675
5.6480,57.2955,79.8675
5.6520,57.2958,79.8675
5.6560,57.2955,79.8675
5.6600,57.2959,79.8675
5.6640,57.2956,79.8675
5.6680,57.2958,79.8675
5.6720,57.2955,79.8675
5.6760,57.2959,79.8675
5.6800,57.2956,79.8675
5.6840,57.2958,79.8675
5.6880,57.2955,79.8675
5.6920,57.2959,79.8675
5.6960,57.2956,79.8675
5.7000,57.2958,79.8675
5.7040,57.2955,79.8675
5.7080,57.2959,79.8675
5.7120,57.2956,79.8675
5.7160,57.2958,79.8675
5.7200,57.2955,79.8675
5.7240,57.2959,79.8675
5.7280,57.2956,79.8675
5.7320,57.2958,79.8675
5.7360,57.2955,79.8675
5.7400,57.2959,79.8675
5.7440,57.2955,79.8675
5.7480,57.2958,79.8675
5.7520,57.2955,79.8675
5.7560,57.2959,79.8675
5.7600,57.2956,79.8675
5.7640,57.2958,79.8675
5.7680,57.2955,79.8675
5.7720,57.2958,79.8675
5.7760,57.2955,79.8675
5.7800,57.2959,79.8675
5.7840,57.2956,79.8675
5.7880,57.2958,79.8675
5.7920,57.2954,79.8675
5.7960,57.2959,79.8675
5.8000,57.2956,79.8675
5.8040,57.2958,79.8675
5.8080,57.2955,79.8675
5.8120,57.2959,79.8675
5.8160,57.2955,79.8675
5.8200,57.2958,79.8675
5.8240,57.2955,79.8675
5.8280,57.2959,79.8675
5.8320,57.2956,79.8675
5.8360,57.2958,79.8675
5.8400,57.2955,79.8675
5.8440,57.2959,79.8675
5.8480,57.2956,79.8675
5.8520,57.2958,79.8675
5.8560,57.2955,79.8675
5.8600,57.2958,79.8675
5.8640,57.2955,79.8675
5.8680,57.2959,79.8675
5.8720,57.2956,79.8675
5.8760,57.2958,79.8675
5.8800,57.2955,79.8675
5.8840,57.2958,79.8675
5.8880,57.2955,79.8675
5.8920,57.2959,79.8675
5.8960,57.2955,79.8675
5.9000,57.2959,79.8675
5.9040,57.2956,79.8675
5.9080,57.2958,79.8675
5.9120,57.2955,79.8675
5.9160,57.2959,79.8675
5.9200,57.2955,79.8675
5.9240,57.2958,79.8675
5.9280,57.2955,79.8675
5.9320,57.2959,79.8675
5.9360,57.2956,79.8675
5.9400,57.2958,79.8675
5.9440,57.2955,79.8675
5.9480,57.2959,79.8675
5.9520,57.2955,79.8675
5.9560,57.2958,79.8675
5.9600,57.2955,79.1067
5.9640,57.2959,78.6755
5.9680,57.2955,78.6755
5.9720,57.2958,78.5622
5.9760,57.2955,77.5946
5.9800,57.2959,77.0546
5.9840,57.2955,76.3216
5.9880,57.2958,75.5642
5.9920,57.2955,75.0865
5.9960,57.2959,74.5747
6.0000,57.2955,73.6632
6.0040,57.2958,73.0094
6.0080,57.2955,72.3589
6.0120,57.2959,71.4662
6.0160,57.2955,70.9759
6.0200,57.2958,70.5052
6.0240,57.2955,69.7140
6.0280,57.2959,68.9443
6.0320,57.2955,68.4024
6.0360,57.2959,67.4392
6.0400,57.2955,66.9242
6.0440,57.2959,66.4359
6.0480,57.2955,65.7472
6.0520,57.2958,64.8921
6.0560,57.2955,64.4160
6.0600,57.2959,63.9322
6.0640,57.2956,63.1231
6.0680,57.2958,62.3801
6.0720,57.2955,61.8475
6.0760,57.2959,60.8912
6.0800,57.2955,60.3470
6.0840,57.2959,59.8950
6.0880,57.2955,58.8656
6.0920,57.2959,58.3372
6.0960,57.2955,57.8434
6.1000,57.2958,56.9318
6.1040,57.2955,56.2925
6.1080,57.2959,55.8107
6.1120,57.2955,55.2519
6.1160,57.2958,54.3135
6.1200,57.2954,54.2384
6.1240,57.2959,53.5498
6.1280,57.2955,52.5953
6.1320,57.2958,51.7618
6.1360,57.2955,51.3003
6.1400,57.2959,50.3409
6.1440,57.2955,49.7198
6.1480,57.2958,49.2501
6.1520,57.2955,48.6931
6.1560,57.2959,47.7290
6.1600,57.2955,47.2118
6.1640,57.2958,46.0414
6.1680,57.2955,45.2980
6.1720,57.2959,45.2980
6.1760,57.2955,45.2980
6.1800,57.2958,43.9365
6.1840,57.2955,43.1933
6.1880,57.2959,42.7406
6.1920,57.2955,42.1155
6.1960,57.2959,41.2014
6.2000,57.2955,40.6689
6.2040,57.2959,39.4501
6.2080,57.2956,38.4935
6.2120,57.2958,38.0283
6.2160,57.2874,37.5798
6.2200,56.6339,36.6037
6.2240,56.6337,35.9928
6.2280,56.6338,35.2751
6.2320,56.6337,34.4556
6.2360,56.5570,33.9925
6.2400,53.6918,33.4996
6.2440,53.6919,32.6511
6.2480,53.6918,31.9399
6.2520,53.6919,31.4732
6.2560,53.6310,31.0289
6.2600,50.7449,30.0495
6.2640,50.7448,29.4338
6.2680,50.7449,28.6859
6.2720,50.7448,27.8735
6.2760,50.6487,27.4299
6.2800,47.7139,26.9485
6.2840,47.7140,26.1348
6.2880,47.7139,25.4265
6.2920,47.7140,24.7897
6.2960,47.6866,23.9226
6.3000,44.6899,23.3679
6.3040,44.6898,22.8675
6.3080,44.6899,21.8665
6.3120,44.6898,20.7275
6.3160,44.6899,20.2574
6.3200,41.5126,19.7722
6.3240,41.5127,19.2935
6.3280,41.5126,18.5540
6.3320,41.5127,17.5825
6.3360,41.4142,16.6461
6.3400,38.3618,16.1868
6.3440,38.3617,15.7064
6.3480,38.3618,15.2255
6.3520,38.3617,14.5917
6.3560,38.2820,13.6280
6.3600,35.2335,12.7101
6.3640,35.2337,12.1165
6.3680,35.2335,11.9205
6.3720,35.2337,11.5942
6.3760,35.1657,10.7285
6.3800,32.1253,10.7285
6.3840,32.1251,9.6394
6.3880,32.1253,8.1211
6.3920,32.1251,7.6020
6.3960,32.1253,7.0887
6.4000,28.8749,6.1333
6.4040,28.8750,5.5724
6.4080,28.8749,5.0953
6.4120,28.8750,4.4579
6.4160,28.7852,3.5309
6.4200,25.6608,3.0560
6.4240,25.6607,2.1640
6.4280,25.6608,1.4962
6.4320,25.6607,1.0212
6.4360,25.5569,0.5960
6.4400,22.3982,0.5960
6.4440,22.3983,0.1829
6.4480,22.3982,0.0000
6.4520,22.3983,0.0000
6.4560,22.3172,0.0000
6.4600,19.4119,0.0000
6.4640,19.4118,0.0000
6.4680,19.4119,0.0000
6.4720,19.4118,0.0000
6.4760,19.3848,0.0000
6.4800,16.8235,0.0000
6.4840,16.8236,0.0000
6.4880,16.8235,0.0000
6.4920,16.8236,0.0000
6.4960,16.8235,0.0000
6.5000,14.5805,0.0000
6.5040,14.5804,0.0000
6.5080,14.5805,0.0000
6.5120,14.5804,0.0000
6.5160,14.5522,0.0000
6.5200,12.6605,0.0000
6.5240,12.6364,0.0000
6.5280,12.6363,0.0000
6.5320,12.6364,0.0000
6.5360,12.5922,0.0000
6.5400,10.9516,0.0000
6.5440,10.9515,0.0000
6.5480,10.9516,0.0000
6.5520,10.9515,0.0000
6.5560,10.9516,0.0000
6.5600,10.9111,0.0000
6.5640,9.4914,0.0000
6.5680,9.4913,0.0000
6.5720,9.4914,0.0000
6.5760,9.4913,0.0000
6.5800,9.4785,0.0000
6.5840,8.2562,0.0000
6.5880,8.2258,0.0000
6.5920,8.2258,0.0000
6.5960,8.2258,0.0000
6.6000,8.2244,0.0000
6.6040,7.1293,0.0000
6.6080,7.1290,0.0000
6.6120,7.1291,0.0000
6.6160,7.1290,0.0000
6.6200,7.1283,0.0000
6.6240,6.8755,0.0000
6.6280,6.8756,0.0000
6.6320,6.8754,0.0000
6.6360,6.8756,0.0000
6.6400,6.8754,0.0000
6.6440,6.8756,0.0000
6.6480,6.8754,0.0000
6.6520,6.8756,0.0000
6.6560,6.8754,0.0000
6.6600,6.8756,0.0000
6.6640,6.8754,0.0000
6.6680,6.8756,0.0000
6.6720,6.8754,0.0000
6.6760,6.8756,0.0000
6.6800,6.8754,0.0000
6.6840,6.8756,0.0000
6.6880,6.8754,0.0000
6.6920,6.8756,0.0000
6.6960,6.8754,0.0000
6.7000,6.8756,0.0000
6.7040,6.8754,0.0000
6.7080,6.8756,0.0000
6.7120,6.8754,0.0000
6.7160,6.8756,0.0000
6.7200,6.8754,0.0000
6.7240,6.8756,0.0000
6.7280,6.8754,0.0000
6.7320,6.8756,0.0000
6.7360,6.8754,0.0000
6.7400,6.8756,0.0000
6.7440,6.8754,0.0000
6.7480,6.8756,0.0000
6.7520,6.8754,0.0000
6.7560,6.8756,0.0000
6.7600,6.8754,0.0000
6.7640,6.8756,0.0000
6.7680,6.8754,0.0000
6.7720,6.8756,0.0000
6.7760,6.8754,0.0000
6.7800,6.8756,0.0000
6.7840,6.8754,0.0000
6.7880,6.8756,0.0000
6.7920,6.8754,0.0000
6.7960,6.8756,0.0000
6.8000,6.8754,0.0000
6.8040,6.8756,0.0000
6.8080,6.8754,0.0000
6.8120,6.8756,0.0000
6.8160,6.8754,0.0000
6.8200,6.8756,0.0000
6.8240,6.8754,0.0000
6.8280,6.8756,0.0000
6.8320,6.8754,0.0000
6.8360,6.8756,0.0000
6.8400,6.8754,0.0000
6.8440,6.8756,0.0000
6.8480,6.8754,0.0000
6.8520,6.8756,0.0000
6.8560,6.8754,0.0000
6.8600,6.8756,0.0000
6.8640,6.8754,0.0000
6.8680,6.8756,0.0000
6.8720,6.8754,0.0000
6.8760,6.8756,0.0000
6.8800,6.8754,0.0000
6.8840,6.8756,0.0000
6.8880,6.8754,0.0000
6.8920,6.8756,0.0000
6.8960,6.8754,0.0000
6.9000,6.8756,0.0000
6.9040,6.8754,0.0000
6.9080,6.8756,0.0000
6.9120,6.8754,0.0000
6.9160,6.8756,0.0000
6.9200,6.8754,0.0000
6.9240,6.8756,0.0000
6.9280,6.8754,0.0000
6.9320,6.8756,0.0000
6.9360,6.8754,0.0000
6.9400,6.8756,0.0000
6.9440,6.8754,0.0000
6.9480,6.8756,0.0000
6.9520,6.8754,0.0000
6.9560,6.8756,0.0000
6.9600,6.8754,0.0000
6.9640,6.8756,0.0000
6.9680,6.8754,0.0000
6.9720,6.8756,0.0000
6.9760,6.8754,0.0000
6.9800,6.8756,0.0000
6.9840,6.8754,0.0000
6.9880,6.8756,0.0000
6.9920,6.8754,0.0000
6.9960,6.8756,0.0000
7.0000,6.8754,0.0000
7.0040,6.8756,0.0000
7.0080,6.8754,0.0000
7.0120,6.8756,0.0000
7.0160,6.8754,0.0000
7.0200,6.8756,0.0000
7.0240,6.8754,0.0000
7.0280,6.8756,0.0000
7.0320,6.8754,0.0000
7.0360,6.8756,0.0000
7.0400,6.8754,0.0000
7.0440,6.8756,0.0000
7.0480,6.8754,0.0000
7.0520,6.8756,0.0000
7.0560,6.8754,0.0000
7.0600,6.8756,0.0000
7.0640,6.8754,0.0000
7.0680,6.8756,0.0000
7.0720,6.8754,0.0000
7.0760,6.8756,0.0000
7.0800,6.8754,0.0000
7.0840,6.8756,0.0000
7.0880,6.8754,0.0000
7.0920,6.8756,0.0000
7.0960,6.8754,0.0000
7.1000,6.8756,0.0000
7.1040,6.8754,0.0000
7.1080,6.8756,0.0000
7.1120,6.8754,0.0000
7.1160,6.8756,0.0000
7.1200,6.8754,0.0000
7.1240,6.8756,0.0000
7.1280,6.8754,0.0000
7.1320,6.8756,0.0000
7.1360,6.8754,0.0000
7.1400,6.8756,0.0000
7.1440,6.8754,0.0000
7.1480,6.8756,0.0000
7.1520,6.8754,0.0000
7.1560,6.8756,0.0000
7.1600,6.8754,0.0000
7.1640,6.8756,0.0000
7.1680,6.8754,0.0000
7.1720,6.8756,0.0000
7.1760,6.8754,0.0000
7.1800,6.8756,0.0000
7.1840,6.8754,0.0000
7.1880,6.8756,0.0000
7.1920,6.8754,0.0000
7.1960,6.8756,0.0000
7.2000,6.8754,0.0000
7.2040,6.8756,0.0000
7.2080,6.8754,0.0000
7.2120,6.8756,0.0000
7.2160,6.8754,0.0000
7.2200,6.8756,0.0000
7.2240,6.8754,0.0000
7.2280,6.8756,0.0000
7.2320,6.8754,0.0000
7.2360,6.8756,0.0000
7.2400,6.8754,0.0000
7.2440,6.8756,0.0000
7.2480,6.8754,0.0000
7.2520,6.8756,0.0000
7.2560,6.8754,0.0000
7.2600,6.8756,0.0000
7.2640,6.8754,0.0000
7.2680,6.8756,0.0000
7.2720,6.8754,0.0000
7.2760,6.8756,0.0000
7.2800,6.8754,0.0000
7.2840,6.8756,0.0000
7.2880,6.8754,0.0000
7.2920,6.8756,0.0000
7.2960,6.8754,0.0000
7.3000,6.8756,0.0000
7.3040,6.8754,0.0000
7.3080,6.8756,0.0000
7.3120,6.8754,0.0000
7.3160,6.8756,0.0000
7.3200,6.8754,0.0000
7.3240,6.8756,0.0000
7.3280,6.8754,0.0000
7.3320,6.8756,0.0000
7.3360,6.8754,0.0000
7.3400,6.8756,0.0000
7.3440,6.8754,0.0000
7.3480,6.8756,0.0000
7.3520,6.8754,0.0000
7.3560,6.8756,0.0000
7.3600,6.8754,0.0000
7.3640,6.8756,0.0000
7.3680,6.8754,0.0000
7.3720,6.8756,0.0000
7.3760,6.8754,0.0000
7.3800,6.8756,0.0000
7.3840,6.8754,0.0000
7.3880,6.8756,0.0000
7.3920,6.8754,0.0000
7.3960,6.8756,0.0000
7.4000,6.8754,0.0000
7.4040,6.8756,0.0000
7.4080,6.8754,0.0000
