t_rel_s,sim_Index_deg,real_Index_deg
1.0560,6.8754,0.0000
1.0600,6.8753,0.0000
1.0640,6.8755,0.0000
1.0680,6.8753,0.0000
1.0720,6.8754,0.0000
1.0760,6.8753,0.0000
1.0800,6.8755,0.0000
1.0840,6.8753,0.0000
1.0880,6.8755,0.0000
1.0920,6.8753,0.0000
1.0960,6.8755,0.0000
1.1000,6.8753,0.0000
1.1040,6.8755,0.0000
1.1080,6.8753,0.0000
1.1120,6.8755,0.0000
1.1160,6.8753,0.0000
1.1200,6.8755,0.0000
1.1240,6.8753,0.0000
1.1280,6.8755,0.0000
1.1320,6.8752,0.0000
1.1360,6.8755,0.0000
1.1400,6.8753,0.0000
1.1440,6.8754,0.0000
1.1480,6.8753,0.0000
1.1520,6.8755,0.0000
1.1560,6.8753,0.0000
1.1600,6.8754,0.0000
1.1640,6.8753,0.0000
1.1680,6.8755,0.0000
1.1720,6.8753,0.0000
1.1760,6.8754,0.0000
1.1800,6.8753,0.0000
1.1840,6.8755,0.0000
1.1880,6.8754,0.0000
1.1920,6.8755,0.0000
1.1960,6.8753,0.0000
1.2000,6.8755,0.0000
1.2040,6.8754,0.0000
1.2080,6.8756,0.0000
1.2120,6.8755,0.0000
1.2160,6.8755,0.0000
1.2200,6.8755,0.0000
1.2240,6.8755,0.0000
1.2280,6.8755,0.0000
1.2320,6.8755,0.0000
1.2360,6.8755,0.0000
1.2400,6.8755,0.0000
1.2440,6.8755,0.0000
1.2480,6.8755,0.0000
1.2520,6.8755,0.0000
1.2560,6.8755,0.0000
1.2600,6.8755,0.0000
1.2640,6.8755,0.0000
1.2680,6.8755,0.0000
1.2720,6.8755,0.0000
1.2760,6.8755,0.0000
1.2800,6.8755,0.0000
1.2840,6.8755,0.0000
1.2880,6.8755,0.0000
1.2920,6.8755,0.0000
1.2960,6.8755,0.0000
1.3000,6.8755,0.0000
1.3040,6.8755,0.0000
1.3080,6.8755,0.0000
1.3120,6.8755,0.0000
1.3160,6.8755,0.0000
1.3200,6.8755,0.0000
1.3240,6.8755,0.0000
1.3280,6.8755,0.0000
1.3320,6.8755,0.0000
1.3360,6.8755,0.0000
1.3400,6.8755,0.0000
1.3440,6.8756,0.0000
1.3480,6.8755,0.0000
1.3520,6.8756,0.0000
1.3560,6.8755,0.0000
1.3600,6.8755,0.0000
1.3640,6.8755,0.0000
1.3680,6.8755,0.0000
1.3720,6.8755,0.0000
1.3760,6.8755,0.0000
1.3800,6.8755,0.0000
1.3840,6.8755,0.0000
1.3880,6.8755,0.0000
1.3920,6.8755,0.0000
1.3960,6.8755,0.0000
1.4000,6.8755,0.0000
1.4040,6.8755,0.0000
1.4080,6.8755,0.0000
1.4120,6.8755,0.0000
1.4160,6.8755,0.0000
1.4200,6.8755,0.0000
1.4240,6.8755,0.0000
1.4280,6.8755,0.0000
1.4320,6.8755,0.0000
1.4360,6.8755,0.0000
1.4400,6.8755,0.0000
1.4440,6.8755,0.0000
1.4480,6.8755,0.0000
1.4520,6.8755,0.0000
1.4560,6.8755,0.0000
1.4600,6.8755,0.0000
1.4640,6.8755,0.0000
1.4680,6.8755,0.0000
1.4720,6.8755,0.0000
1.4760,6.8755,0.0000
1.4800,6.8755,0.0000
1.4840,6.8755,0.0000
1.4880,6.8755,0.0000
1.4920,6.8755,0.0000
1.4960,6.8755,0.0000
1.5000,6.8755,0.0000
1.5040,6.8755,0.0000
1.5080,6.8755,0.0000
1.5120,6.8755,0.0000
1.5160,6.8755,0.0000
1.5200,6.8755,0.0000
1.5240,6.8755,0.0000
1.5280,6.8755,0.0000
1.5320,6.8755,0.0000
1.5360,6.8755,0.0000
1.5400,6.8755,0.0000
1.5440,6.8755,0.0000
1.5480,6.8755,0.0000
1.5520,6.8755,0.0000
1.5560,6.8755,0.0000
1.5600,6.8755,0.0000
1.5640,6.8755,0.0000
1.5680,6.8755,0.0000
1.5720,6.8755,0.0000
1.5760,6.8755,0.0000
1.5800,6.8755,0.0000
1.5840,6.8755,0.0000
1.5880,6.8755,0.0000
1.5920,6.8755,0.0000
1.5960,6.8755,0.0000
1.6000,6.8755,0.0000
1.6040,6.8755,0.0000
1.6080,6.8755,0.0000
1.6120,6.8755,0.0000
1.6160,6.8755,0.0000
1.6200,6.8755,0.0000
1.6240,6.8755,0.0000
1.6280,6.8755,0.0000
1.6320,6.8755,0.0000
1.6360,6.8755,0.0000
1.6400,6.8755,0.0000
1.6440,6.8755,0.0000
1.6480,6.8755,0.0000
1.6520,6.8755,0.0000
1.6560,6.8755,0.0000
1.6600,6.8755,0.0000
1.6640,6.8755,0.0000
1.6680,6.8755,0.0000
1.6720,6.8756,0.0000
1.6760,6.8754,0.0000
1.6800,6.8756,0.0000
1.6840,6.8755,0.0000
1.6880,6.8756,0.0000
1.6920,6.8755,0.0000
1.6960,6.8756,0.0000
1.7000,6.8755,0.0000
1.7040,6.8756,0.0000
1.7080,6.8755,0.0000
1.7120,6.8756,0.0000
1.7160,6.8755,0.0000
1.7200,6.8755,0.0000
1.7240,6.8755,0.0000
1.7280,6.8755,0.0000
1.7320,6.8755,0.0000
1.7360,6.8755,0.0000
1.7400,6.8755,0.0000
1.7440,6.8755,0.0000
1.7480,6.8755,0.0000
1.7520,6.8756,0.0000
1.7560,6.8755,0.0000
1.7600,6.8755,0.0000
1.7640,6.8755,0.0000
1.7680,6.8755,0.0000
1.7720,6.8755,0.0000
1.7760,6.8755,0.0000
1.7800,6.8755,0.0000
1.7840,6.8755,0.0000
1.7880,6.8754,0.0000
1.7920,6.8755,0.0000
1.7960,6.8755,0.0000
1.8000,6.8756,0.0000
1.8040,6.8755,0.0000
1.8080,6.8756,0.0000
1.8120,6.8754,0.0000
1.8160,6.8756,0.0000
1.8200,6.8755,0.0000
1.8240,6.8756,0.0000
1.8280,6.8755,0.0000
1.8320,6.8756,0.0000
1.8360,6.8754,0.0000
1.8400,6.8756,0.0000
1.8440,6.8755,0.0000
1.8480,6.8756,0.0000
1.8520,6.8755,0.0000
1.8560,6.8756,0.0000
1.8600,6.8755,0.0000
1.8640,6.8755,0.0000
1.8680,6.8755,0.0000
1.8720,6.8755,0.0000
1.8760,6.8755,0.0000
1.8800,6.8755,0.0000
1.8840,6.8755,0.0000
1.8880,6.8755,0.0000
1.8920,6.8755,0.0000
1.8960,6.8755,0.0000
1.9000,6.8755,0.0000
1.9040,6.8756,0.0000
1.9080,6.8755,0.0000
1.9120,6.8756,0.0000
1.9160,6.8755,0.0000
1.9200,6.8755,0.0000
1.9240,6.8755,0.0000
1.9280,6.8755,0.0000
1.9320,6.8755,0.0891
1.9360,6.8756,0.5940
1.9400,6.8754,0.5960
1.9440,6.8756,0.5960
1.9480,6.8755,2.3203
1.9520,6.8756,3.1201
1.9560,6.8755,3.5902
1.9600,6.8755,4.0576
1.9640,6.8755,4.8855
1.9680,6.8756,5.6127
1.9720,6.8755,6.3942
1.9760,6.8755,7.7644
1.9800,6.8755,8.2438
1.9840,6.8755,8.7381
1.9880,6.8755,9.4953
1.9920,6.8756,10.2700
1.9960,6.8755,10.7023
2.0000,6.8756,11.6523
2.0040,6.8755,12.2656
2.0080,6.8755,12.7464
2.0120,6.8755,13.3545
2.0160,6.8755,14.3267
2.0200,6.8755,15.3079
2.0240,6.8755,15.8650
2.0280,6.8755,16.5337
2.0320,6.8756,17.3625
2.0360,6.8755,17.8904
2.0400,6.8755,18.3564
2.0440,6.8755,18.4768
2.0480,6.8755,19.1768
2.0520,6.8755,20.5392
2.0560,6.8755,21.4827
2.0600,6.8755,21.9422
2.0640,6.8755,22.7343
2.0680,6.8755,23.4480
2.0720,7.3519,23.9207
2.0760,9.0557,24.4028
2.0800,9.0558,25.9401
2.0840,9.0557,26.6002
2.0880,9.0558,27.0548
2.0920,9.6901,27.5119
2.0960,11.4245,27.9808
2.1000,11.4244,29.0057
2.1040,11.4245,30.0042
2.1080,11.4244,30.6488
2.1120,12.0895,31.0876
2.1160,13.9542,31.6427
2.1200,13.9542,32.6451
2.1240,13.9541,33.1419
2.1280,14.5021,33.7816
2.1320,16.4645,34.7209
2.1360,16.4645,35.7197
2.1400,16.4645,36.2489
2.1440,16.4645,37.1107
2.1480,16.4645,37.7882
2.1520,17.2168,38.2430
2.1560,19.2758,38.7752
2.1600,19.2759,39.7347
2.1640,19.2758,40.3235
2.1680,19.2759,41.0786
2.1720,19.9104,41.8726
2.1760,22.1097,42.3456
2.1800,22.1097,42.8395
2.1840,22.1097,43.7607
2.1880,22.1097,44.3918
2.1920,22.7078,44.9682
2.1960,25.0425,45.8846
2.2000,25.0425,46.3900
2.2040,25.0425,46.8600
2.2080,25.0425,47.5473
2.2120,25.7332,48.3802
2.2160,27.9817,48.9136
2.2200,27.9817,49.4174
2.2240,27.9817,50.3178
2.2280,27.9817,50.9410
2.2320,28.6395,51.5409
2.2360,31.0058,52.5010
2.2400,31.0058,52.9526
2.2440,31.0058,53.0464
2.2480,31.0058,54.1475
2.2520,31.5482,55.5624
2.2560,33.9445,56.1057
2.2600,33.9445,57.1278
2.2640,33.9445,57.6648
2.2680,33.9445,58.1285
2.2720,34.8505,58.7799
2.2760,37.1272,59.6764
2.2800,37.1272,60.1326
2.2840,37.1272,60.6319
2.2880,37.1272,61.4252
2.2920,37.9747,62.1699
2.2960,40.2828,62.6909
2.3000,40.2828,63.6874
2.3040,40.2828,64.2155
2.3080,40.2828,64.7002
2.3120,40.2828,65.3785
2.3160,41.1179,66.1589
2.3200,43.5741,66.1589
2.3240,43.5741,67.0375
2.3280,43.5741,67.3510
2.3320,43.5741,67.3510
2.3360,44.4369,67.3510
2.3400,46.7443,67.3510
2.3440,46.7443,67.3510
2.3480,46.7443,67.3510
2.3520,47.4766,67.3510
2.3560,49.4919,67.3510
2.3600,49.4919,67.3510
2.3640,49.4919,67.3510
2.3680,49.4919,67.3510
2.3720,49.4919,67.3510
2.3760,50.0503,67.3510
2.3800,51.8731,67.3510
2.3840,51.8731,67.3510
2.3880,51.8731,67.3510
2.3920,51.8731,67.3510
2.3960,52.3715,67.3510
2.4000,53.9368,67.3510
2.4040,53.9368,67.3510
2.4080,53.9368,67.3510
2.4120,54.2555,67.3510
2.4160,55.7254,67.3510
2.4200,55.7254,67.3510
2.4240,55.7254,67.3510
2.4280,55.7254,67.3510
2.4320,55.7254,67.3510
2.4360,56.0498,67.3510
2.4400,57.2754,67.3510
2.4440,57.2754,67.3510
2.4480,57.2754,67.3510
2.4520,57.2754,67.3510
2.4560,57.2790,67.3510
2.4600,57.2957,67.3510
2.4640,57.2957,67.3510
2.4680,57.2958,67.3510
2.4720,57.2958,67.3510
2.4760,57.2959,67.3510
2.4800,57.2959,67.3510
2.4840,57.2959,67.3510
2.4880,57.2959,67.3510
2.4920,57.2959,67.3510
2.4960,57.2959,67.3510
2.5000,57.2959,67.3510
2.5040,57.2959,67.3510
2.5080,57.2959,67.3510
2.5120,57.2959,67.3510
2.5160,57.2959,67.3510
2.5200,57.2959,67.3510
2.5240,57.2959,67.3510
2.5280,57.2959,67.3510
2.5320,57.2959,67.3510
2.5360,57.2959,67.3510
2.5400,57.2959,67.3510
2.5440,57.2959,67.3510
2.5480,57.2959,67.3510
2.5520,57.2959,67.3510
2.5560,57.2959,67.3510
2.5600,57.2959,67.3510
2.5640,57.2959,67.3510
2.5680,57.2959,67.3510
2.5720,57.2959,67.3510
2.5760,57.2957,67.3510
2.5800,57.2957,67.3510
2.5840,57.2959,67.3510
2.5880,57.2957,67.3510
2.5920,57.2957,67.3510
2.5960,57.2958,67.3510
2.6000,57.2957,67.3510
2.6040,57.2957,67.3510
2.6080,57.2958,67.3510
2.6120,57.2957,67.3510
2.6160,57.2958,67.3510
2.6200,57.2956,67.3510
2.6240,57.2958,67.3510
2.6280,57.2956,67.3510
2.6320,57.2958,67.3510
2.6360,57.2957,67.3510
2.6400,57.2955,67.3510
2.6440,57.2955,67.3510
2.6480,57.2958,67.3510
2.6520,57.2955,67.3510
2.6560,57.2958,67.3510
2.6600,57.2956,67.3510
2.6640,57.2958,67.3510
2.6680,57.2956,67.3510
2.6720,57.2958,67.3510
2.6760,57.2956,67.3510
2.6800,57.2958,67.3510
2.6840,57.2955,67.3510
2.6880,57.2958,67.3510
2.6920,57.2956,67.3510
2.6960,57.2958,67.3510
2.7000,57.2955,67.3510
2.7040,57.2958,67.3510
2.7080,57.2956,67.3510
2.7120,57.2958,67.3510
2.7160,57.2955,67.3510
2.7200,57.2958,67.3510
2.7240,57.2956,67.3510
2.7280,57.2958,67.3510
2.7320,57.2955,67.3510
2.7360,57.2958,67.3510
2.7400,57.2956,67.3510
2.7440,57.2957,67.3510
2.7480,57.2955,67.3510
2.7520,57.2958,67.3510
2.7560,57.2956,67.3510
2.7600,57.2957,67.3510
2.7640,57.2955,67.3510
2.7680,57.2958,67.3510
2.7720,57.2956,67.3510
2.7760,57.2957,67.3510
2.7800,57.2955,67.3510
2.7840,57.2958,67.3510
2.7880,57.2956,67.3510
2.7920,57.2957,67.3510
2.7960,57.2955,67.3510
2.8000,57.2958,67.3510
2.8040,57.2955,67.3510
2.8080,57.2957,67.3510
2.8120,57.2955,67.3510
2.8160,57.2959,67.3510
2.8200,57.2956,67.1852
2.8240,57.2957,66.2390
2.8280,57.2955,65.7016
2.8320,57.2958,64.9324
2.8360,57.2956,64.1983
2.8400,57.2957,63.7427
2.8440,57.2955,62.8026
2.8480,57.2958,62.1706
2.8520,57.2956,61.6641
2.8560,57.2958,60.7465
2.8600,57.2955,59.5070
2.8640,57.2958,59.0609
2.8680,57.2956,58.5600
2.8720,57.2958,57.7162
2.8760,57.2955,56.9937
2.8800,57.2958,56.3568
2.8840,57.2956,54.9170
2.8880,57.2958,54.3490
2.8920,57.2956,53.9051
2.8960,57.2959,53.2566
2.9000,57.2955,52.3521
2.9040,57.2959,51.8683
2.9080,57.2955,50.9245
2.9120,57.2959,49.9435
2.9160,57.2955,49.2194
2.9200,57.2959,48.6351
2.9240,57.2955,47.7864
2.9280,57.2959,47.2304
2.9320,57.2955,46.7293
2.9360,57.2959,45.7902
2.9400,57.2956,44.6780
2.9440,57.2960,44.1436
2.9480,57.2957,43.1687
2.9520,57.2959,42.5584
2.9560,57.2956,42.0971
2.9600,57.2924,41.4842
2.9640,57.2431,39.9998
2.9680,57.2433,39.4461
2.9720,57.2431,38.9720
2.9760,57.2433,38.2591
2.9800,56.8881,37.4262
2.9840,54.7764,36.9415
2.9880,54.7762,35.5087
2.9920,54.7764,34.7995
2.9960,54.7762,34.3078
3.0000,54.7764,33.6638
3.0040,54.4094,32.7576
3.0080,52.0028,32.2841
3.0120,52.0026,31.3994
3.0160,52.0027,30.4348
3.0200,52.0026,29.6590
3.0240,51.6936,29.2270
3.0280,49.0425,28.1990
3.0320,49.0425,27.6267
3.0360,49.0425,27.1801
3.0400,48.7855,26.6345
3.0440,46.1591,25.6060
3.0480,46.1591,25.1972
3.0520,46.1591,24.0101
3.0560,46.1591,22.9805
3.0600,46.1591,22.5021
3.0640,45.7111,21.9967
3.0680,43.0244,21.0144
3.0720,43.0244,20.0376
3.0760,43.0244,19.1004
3.0800,43.0244,18.3413
3.0840,42.9676,17.9145
3.0880,39.7514,17.3833
3.0920,39.7514,16.4766
3.0960,39.7514,15.7986
3.1000,39.7514,15.3350
3.1040,39.5996,14.8998
3.1080,36.5175,13.3291
3.1120,36.5175,12.7172
3.1160,36.5175,11.9586
3.1200,36.5175,11.1566
3.1240,36.0057,10.6904
3.1280,33.1584,10.2167
3.1320,33.1584,9.3125
3.1360,33.1584,8.6513
3.1400,33.1584,8.0753
3.1440,33.1584,7.2705
3.1480,29.8499,6.1393
3.1520,29.8499,5.5410
3.1560,29.8499,4.7595
3.1600,29.8499,4.0133
3.1640,29.6855,3.5915
3.1680,26.4262,2.5725
3.1720,26.4262,2.3841
3.1760,26.4262,1.7494
3.1800,26.4262,1.1921
3.1840,26.1791,1.1921
3.1880,23.0616,1.1921
3.1920,23.0616,1.1921
3.1960,23.0616,1.1921
3.2000,23.0616,1.1921
3.2040,22.7373,1.1921
3.2080,20.1457,1.1921
3.2120,20.1457,1.1921
3.2160,20.1457,1.1921
3.2200,20.1457,1.1921
3.2240,19.8058,1.1921
3.2280,17.6185,1.1921
3.2320,17.6185,1.1921
3.2360,17.6185,1.1921
3.2400,17.6185,1.1921
3.2440,17.6185,1.1921
3.2480,17.6185,1.1921
3.2520,17.6185,1.1921
3.2560,17.6185,1.1921
3.2600,17.6185,1.1921
3.2640,17.6117,1.1921
3.2680,15.4283,1.1921
3.2720,15.4283,1.1921
3.2760,15.4283,1.1921
3.2800,15.4283,1.1921
3.2840,15.2827,1.1921
3.2880,13.5302,1.1921
3.2920,13.5302,1.1921
3.2960,13.5302,1.1921
3.3000,13.5302,1.1921
3.3040,13.4094,1.1921
3.3080,11.8851,1.1921
3.3120,11.8851,0.7501
3.3160,11.8851,0.5960
3.3200,11.8851,0.5960
3.3240,11.7967,0.5960
3.3280,10.3922,0.5960
3.3320,10.3799,0.5960
3.3360,10.3799,0.5960
3.3400,10.3799,0.5960
3.3440,10.3799,0.5960
3.3480,10.2922,0.5960
3.3520,9.0754,0.5960
3.3560,9.0753,0.5960
3.3600,9.0753,0.5960
3.3640,9.0143,0.5960
3.3680,7.9448,0.5960
3.3720,7.9448,0.5960
3.3760,7.9448,0.5960
3.3800,7.9448,0.5960
3.3840,7.9314,0.5960
3.3880,6.9650,0.5960
3.3920,6.9649,0.5960
3.3960,6.9650,0.5960
3.4000,6.9649,0.5960
3.4040,6.9650,0.5960
3.4080,6.9622,0.5960
3.4120,6.8755,0.5960
3.4160,6.8755,0.5960
3.4200,6.8755,0.5960
3.4240,6.8756,0.5960
3.4280,6.8755,0.5960
3.4320,6.8755,0.5960
3.4360,6.8755,0.5960
3.4400,6.8755,0.5960
3.4440,6.8755,0.5960
3.4480,6.8756,0.5960
3.4520,6.8755,0.5960
3.4560,6.8756,0.5960
3.4600,6.8754,0.5960
3.4640,6.8756,0.5960
3.4680,6.8754,0.5960
3.4720,6.8756,0.5960
3.4760,6.8754,0.5960
3.4800,6.8756,0.5960
3.4840,6.8754,0.5960
3.4880,6.8756,0.5960
3.4920,6.8754,0.5960
3.4960,6.8756,0.5960
3.5000,6.8754,0.5960
3.5040,6.8756,0.5960
3.5080,6.8754,0.5960
3.5120,6.8756,0.5960
3.5160,6.8754,0.5960
3.5200,6.8756,0.5960
3.5240,6.8754,0.5960
3.5280,6.8756,0.5960
3.5320,6.8754,0.5960
3.5360,6.8756,0.5960
3.5400,6.8754,0.5960
3.5440,6.8756,0.5960
3.5480,6.8754,0.5960
3.5520,6.8756,0.5960
3.5560,6.8754,0.5960
3.5600,6.8756,0.5960
3.5640,6.8754,0.5960
3.5680,6.8756,0.5960
3.5720,6.8754,0.5960
3.5760,6.8756,0.5960
3.5800,6.8754,0.5960
3.5840,6.8756,0.5960
3.5880,6.8754,0.5960
3.5920,6.8756,0.5960
3.5960,6.8754,0.5960
3.6000,6.8756,0.5960
3.6040,6.8754,0.5960
3.6080,6.8756,0.5960
3.6120,6.8754,0.5960
3.6160,6.8756,0.5960
3.6200,6.8754,0.5960
3.6240,6.8756,0.5960
3.6280,6.8754,0.5960
3.6320,6.8756,0.5960
3.6360,6.8754,0.5960
3.6400,6.8756,0.5960
3.6440,6.8754,0.5960
3.6480,6.8756,0.5960
3.6520,6.8754,0.5960
3.6560,6.8756,0.5960
3.6600,6.8754,0.5960
3.6640,6.8756,0.5960
3.6680,6.8754,0.5960
3.6720,6.8756,0.5960
3.6760,6.8754,0.5960
3.6800,6.8756,0.5960
3.6840,6.8754,0.5960
3.6880,6.8756,0.5960
3.6920,6.8754,0.5960
3.6960,6.8756,0.5960
3.7000,6.8754,0.5960
3.7040,6.8756,0.5960
3.7080,6.8754,0.5960
3.7120,6.8756,0.5960
3.7160,6.8754,0.5960
