t_mono_s,source,Thumb_rad,Index_rad,Middle_rad,Ring_rad,Little_rad,Rotate_rad
2439.500264,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.500613,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.500807,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.500969,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.501143,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.501296,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.501495,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.501645,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.501799,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.502038,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.502195,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.502356,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.502508,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861917
2439.502659,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.502826,sim,0.999991,0.999991,0.999991,0.999991,0.999991,0.861916
2439.502965,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.503110,sim,0.999991,0.999991,0.999991,0.999991,0.999991,0.861916
2439.503296,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.503442,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.503578,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.506850,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.510883,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.514773,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.518813,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.522770,sim,0.999991,0.999991,0.999991,0.999991,0.999991,0.861915
2439.526788,sim,1.000005,1.000005,1.000005,1.000005,1.000005,0.861929
2439.530857,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.534824,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.538775,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.542747,sim,1.000003,1.000003,1.000003,1.000003,1.000003,0.861928
2439.546829,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.550869,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.554781,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.558826,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.562794,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861917
2439.566787,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.570914,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.574858,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.578670,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.582695,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.586719,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.590870,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.594700,sim,0.999991,0.999991,0.999991,0.999991,0.999991,0.861916
2439.598696,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.602822,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.606723,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.610765,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.614620,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.618702,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.622652,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.626655,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.630611,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
2439.634673,sim,0.999992,0.999992,0.999992,0.999992,0.999992,0.861916
2439.638634,sim,1.000004,1.000004,1.000004,1.000004,1.000004,0.861928
