t_rel_s,sim_Middle_deg,real_Middle_deg
3.6760,44.5770,24.5236
3.6800,44.5770,24.0057
3.6840,44.5770,23.5442
3.6880,43.3091,22.9219
3.6920,41.8122,22.0530
3.6960,41.8122,21.5252
3.7000,41.8122,21.4570
3.7040,40.5191,20.8882
3.7080,39.0982,20.0818
3.7120,39.0982,19.5004
3.7160,39.0982,18.5753
3.7200,39.0982,18.0506
3.7240,39.0982,17.2615
3.7280,37.6648,16.4950
3.7320,36.2692,16.0158
3.7360,36.2692,15.5365
3.7400,36.2692,14.6089
3.7440,36.2692,13.9955
3.7480,34.7472,13.5259
3.7520,33.3406,13.1126
3.7560,33.3406,13.1126
3.7600,33.3406,12.2125
3.7640,33.3406,11.2855
3.7680,31.8077,10.5399
3.7720,30.4846,10.0607
3.7760,30.4846,9.5819
3.7800,30.4846,8.6838
3.7840,28.9611,8.0520
3.7880,27.6915,7.4241
3.7920,27.6915,6.5563
3.7960,27.6915,6.0741
3.8000,27.6915,5.5421
3.8040,26.0529,5.0554
3.8080,24.7940,4.7682
3.8120,24.7940,4.6372
3.8160,24.7940,3.6244
3.8200,24.7940,3.1259
3.8240,23.1294,2.3264
3.8280,21.9650,1.3727
3.8320,21.9650,0.5025
3.8360,21.9650,0.0239
3.8400,21.9650,0.0000
3.8440,20.3598,0.0000
3.8480,19.0363,0.0000
3.8520,19.0363,0.0000
3.8560,19.0363,0.0000
3.8600,19.0363,0.0000
3.8640,17.4768,0.0000
3.8680,16.4981,0.0000
3.8720,16.4981,0.0000
3.8760,16.4981,0.0000
3.8800,16.4981,0.0000
3.8840,15.1446,0.0000
3.8880,14.2984,0.0000
3.8920,14.2984,0.0000
3.8960,14.2984,0.0000
3.9000,14.2984,0.0000
3.9040,13.0935,0.0000
3.9080,12.3919,0.0000
3.9120,12.3919,0.0000
3.9160,12.3919,0.0000
3.9200,12.3919,0.0000
3.9240,11.3873,0.0000
3.9280,10.7397,0.0000
3.9320,10.7397,0.0000
3.9360,10.7397,0.0000
3.9400,10.7397,0.0000
3.9440,9.8223,0.0000
3.9480,9.3077,0.0000
3.9520,9.3077,0.0000
3.9560,9.3077,0.0000
3.9600,9.3077,0.0000
3.9640,8.5184,0.0000
3.9680,8.0667,0.0000
3.9720,8.0667,0.0000
3.9760,8.0667,0.0000
3.9800,8.0667,0.0000
3.9840,7.4999,0.0000
3.9880,6.9911,0.0000
3.9920,6.9911,0.0000
3.9960,6.9911,0.0000
4.0000,6.9912,0.0000
4.0040,6.9911,0.0000
4.0080,6.9157,0.0000
4.0120,6.8755,0.0000
4.0160,6.8755,0.0000
4.0200,6.8755,0.0000
4.0240,6.8755,0.0000
4.0280,6.8755,0.0000
4.0320,6.8755,0.0000
4.0360,6.8755,0.0000
4.0400,6.8755,0.0000
4.0440,6.8755,0.0000
4.0480,6.8755,0.0000
4.0520,6.8755,0.0000
4.0560,6.8755,0.0000
4.0600,6.8755,0.0000
4.0640,6.8756,0.0000
4.0680,6.8755,0.0000
4.0720,6.8755,0.0000
4.0760,6.8755,0.0000
4.0800,6.8756,0.0000
4.0840,6.8755,0.0000
4.0880,6.8755,0.0000
4.0920,6.8755,0.0000
4.0960,6.8756,0.0000
4.1000,6.8755,0.0000
4.1040,6.8755,0.0000
4.1080,6.8755,0.0000
4.1120,6.8756,0.0000
4.1160,6.8755,0.0000
4.1200,6.8755,0.0000
4.1240,6.8755,0.0000
4.1280,6.8756,0.0000
4.1320,6.8755,0.0000
4.1360,6.8755,0.0000
4.1400,6.8755,0.0000
4.1440,6.8756,0.0000
4.1480,6.8755,0.0000
4.1520,6.8756,0.0000
4.1560,6.8755,0.0000
4.1600,6.8756,0.0000
4.1640,6.8755,0.0000
4.1680,6.8756,0.0000
4.1720,6.8755,0.0000
4.1760,6.8756,0.0000
4.1800,6.8755,0.0000
4.1840,6.8756,0.0000
4.1880,6.8755,0.0000
4.1920,6.8756,0.0000
4.1960,6.8755,0.0000
4.2000,6.8756,0.0000
4.2040,6.8755,0.0000
4.2080,6.8756,0.0000
4.2120,6.8755,0.0000
4.2160,6.8756,0.0000
4.2200,6.8755,0.0000
4.2240,6.8756,0.0000
4.2280,6.8755,0.0000
4.2320,6.8756,0.0000
4.2360,6.8755,0.0000
4.2400,6.8756,0.0000
4.2440,6.8755,0.0000
4.2480,6.8756,0.0000
4.2520,6.8755,0.0000
4.2560,6.8756,0.0000
4.2600,6.8755,0.0000
4.2640,6.8755,0.0000
4.2680,6.8755,0.0000
4.2720,6.8756,0.0000
4.2760,6.8755,0.0000
4.2800,6.8756,0.0000
4.2840,6.8755,0.0000
4.2880,6.8756,0.0000
4.2920,6.8755,0.0000
4.2960,6.8756,0.0000
4.3000,6.8755,0.0000
4.3040,6.8756,0.0000
4.3080,6.8755,0.0000
4.3120,6.8756,0.0000
4.3160,6.8755,0.0000
4.3200,6.8756,0.0000
4.3240,6.8755,0.0000
4.3280,6.8756,0.0000
4.3320,6.8755,0.0000
4.3360,6.8756,0.0000
4.3400,6.8755,0.0000
4.3440,6.8756,0.0000
4.3480,6.8755,0.0000
4.3520,6.8756,0.0000
4.3560,6.8755,0.0000
4.3600,6.8756,0.0000
4.3640,6.8755,0.0000
4.3680,6.8756,0.0000
4.3720,6.8755,0.0000
4.3760,6.8756,0.0000
4.3800,6.8755,0.0000
4.3840,6.8756,0.0000
4.3880,6.8755,0.0000
4.3920,6.8755,0.0000
4.3960,6.8755,0.0000
4.4000,6.8756,0.0000
4.4040,6.8755,0.0000
4.4080,6.8756,0.0000
4.4120,6.8755,0.0000
4.4160,6.8756,0.0000
4.4200,6.8755,0.0000
4.4240,6.8755,0.0000
4.4280,6.8755,0.0000
4.4320,6.8756,0.0000
4.4360,6.8755,0.0000
4.4400,6.8755,0.0000
4.4440,6.8755,0.9163
4.4480,6.8755,1.5439
4.4520,6.8755,2.2570
4.4560,6.8755,3.0884
4.4600,6.8755,3.5903
4.4640,6.8755,4.0330
4.4680,6.8755,4.8028
4.4720,6.8755,5.3642
4.4760,6.8755,5.7482
4.4800,6.8755,7.1523
4.4840,6.8755,7.1523
4.4880,6.8755,7.1523
4.4920,6.8755,7.8683
4.4960,6.8756,9.0826
4.5000,6.8755,9.5316
4.5040,6.8756,10.0142
4.5080,6.8755,10.8769
4.5120,6.8755,11.5944
4.5160,6.8755,12.2216
4.5200,6.8755,13.1065
4.5240,6.8755,13.6074
4.5280,6.8755,14.0996
4.5320,6.8755,14.5696
4.5360,6.8755,14.9007
4.5400,6.8755,14.9928
4.5440,6.8755,16.4527
4.5480,6.8755,17.0660
4.5520,6.8755,17.5435
4.5560,6.8755,18.1721
4.5600,6.8755,19.0539
4.5640,6.8755,19.5611
4.5680,7.1060,20.0439
4.5720,7.1770,20.8022
4.5760,7.1770,21.6168
4.5800,7.1770,22.0817
4.5840,7.1770,22.5638
4.5880,8.7426,22.6490
4.5920,9.1604,23.1005
4.5960,9.1604,24.1382
4.6000,9.1604,25.0586
4.6040,9.1604,25.5487
4.6080,10.8168,26.4364
4.6120,11.2768,27.0887
4.6160,11.2768,27.5490
4.6200,11.2768,28.0920
4.6240,11.2768,29.0755
4.6280,13.0490,29.2053
4.6320,13.5083,29.2053
4.6360,13.5083,29.7471
4.6400,13.5083,31.0387
4.6440,13.5083,31.4700
4.6480,15.2155,32.3570
4.6520,15.8397,33.0855
4.6560,15.8397,33.5703
4.6600,15.8397,34.0793
4.6640,15.8397,35.0100
4.6680,17.7743,35.5779
4.6720,18.2575,36.0641
4.6760,18.2575,36.3576
4.6800,18.2575,36.4462
4.6840,18.2575,37.4102
4.6880,20.1653,38.3356
4.6920,20.6709,38.9931
4.6960,20.6709,39.5001
4.7000,20.6709,39.9954
4.7040,20.6709,40.4945
4.7080,20.6709,41.3700
4.7120,22.6584,42.3268
4.7160,23.3187,43.1088
4.7200,23.3187,43.5099
4.7240,23.3187,43.5099
4.7280,25.4582,44.3640
4.7320,26.0109,45.0240
4.7360,26.0109,45.7084
4.7400,26.0109,46.5617
4.7440,26.0109,47.0349
4.7480,28.2158,47.5298
4.7520,28.7414,48.3241
4.7560,28.7414,49.0645
4.7600,28.7414,49.5387
4.7640,28.7414,50.0437
4.7680,28.7414,50.5035
4.7720,30.8830,51.3017
4.7760,31.5847,51.8543
4.7800,31.5847,52.0439
4.7840,31.5847,53.0118
4.7880,31.5847,53.4619
4.7920,33.7684,54.5199
4.7960,34.4463,55.0429
4.8000,34.4463,55.4305
4.8040,34.4463,55.4305
4.8080,36.6173,56.3022
4.8120,37.2442,56.9638
4.8160,37.2442,57.6665
4.8200,37.2442,58.4903
4.8240,37.2442,58.9671
4.8280,37.2442,59.4438
4.8320,39.4739,59.9311
4.8360,40.1458,60.6426
4.8400,40.1458,61.6108
4.8440,40.1458,62.5667
4.8480,40.1458,63.0465
4.8520,42.4472,63.1788
4.8560,43.1374,63.6159
4.8600,43.1374,64.3709
4.8640,43.1374,64.3709
4.8680,43.1374,65.6999
4.8720,45.2491,66.4917
4.8760,45.9686,66.9877
4.8800,45.9686,67.5904
4.8840,45.9686,68.5350
4.8880,45.9686,68.5430
4.8920,48.2854,68.8463
4.8960,48.9785,69.1391
4.9000,48.9785,69.1391
4.9040,48.9785,69.1391
4.9080,48.9785,69.1391
4.9120,51.0765,69.1391
4.9160,51.6667,69.1391
4.9200,51.6667,69.1391
4.9240,51.6667,69.1391
4.9280,51.6667,69.1391
4.9320,53.3799,69.1391
4.9360,53.9963,69.1391
4.9400,53.9963,69.1391
4.9440,53.9963,69.1391
4.9480,55.3900,69.1391
4.9520,56.0154,69.1391
4.9560,56.0152,69.1391
4.9600,56.0152,69.1391
4.9640,56.0151,69.1391
4.9680,56.0152,69.1391
4.9720,57.0068,69.1391
4.9760,57.2957,69.1391
4.9800,57.2957,69.1391
4.9840,57.2958,69.1391
4.9880,57.2956,69.1391
4.9920,57.2958,69.1391
4.9960,57.2955,69.1391
5.0000,57.2959,69.1391
5.0040,57.2955,69.1391
5.0080,57.2958,69.1391
5.0120,57.2956,69.1391
5.0160,57.2958,69.1391
5.0200,57.2956,69.1391
5.0240,57.2959,69.1391
5.0280,57.2956,69.1391
5.0320,57.2958,69.1391
5.0360,57.2955,69.1391
5.0400,57.2958,69.1391
5.0440,57.2956,69.1391
5.0480,57.2958,69.1391
5.0520,57.2956,69.1391
5.0560,57.2958,69.1391
5.0600,57.2956,69.1391
5.0640,57.2958,69.1391
5.0680,57.2956,69.1391
5.0720,57.2958,69.1391
5.0760,57.2956,69.1391
5.0800,57.2958,69.1391
5.0840,57.2955,69.1391
5.0880,57.2958,69.1391
5.0920,57.2956,69.1391
5.0960,57.2958,69.1391
5.1000,57.2956,69.1391
5.1040,57.2958,69.1391
5.1080,57.2955,69.1391
5.1120,57.2958,69.1391
5.1160,57.2956,69.1391
5.1200,57.2958,69.1391
5.1240,57.2955,69.1391
5.1280,57.2958,69.1391
5.1320,57.2956,69.1391
5.1360,57.2957,69.1391
5.1400,57.2955,69.1391
5.1440,57.2958,69.1391
5.1480,57.2956,69.1391
5.1520,57.2958,69.1391
5.1560,57.2955,69.1391
5.1600,57.2958,69.1391
5.1640,57.2956,69.1391
5.1680,57.2958,69.1391
5.1720,57.2955,69.1391
5.1760,57.2958,69.1391
5.1800,57.2956,69.1391
5.1840,57.2958,69.1391
5.1880,57.2955,69.1391
5.1920,57.2958,69.1391
5.1960,57.2956,69.1391
5.2000,57.2957,69.1391
5.2040,57.2956,69.1391
5.2080,57.2958,69.1391
5.2120,57.2956,69.1391
5.2160,57.2957,69.1391
5.2200,57.2956,69.1391
5.2240,57.2957,69.1391
5.2280,57.2956,69.1391
5.2320,57.2957,69.1391
5.2360,57.2955,69.1391
5.2400,57.2957,69.1391
5.2440,57.2956,69.1391
5.2480,57.2958,69.1391
5.2520,57.2956,69.1391
5.2560,57.2958,69.1391
5.2600,57.2956,69.1391
5.2640,57.2958,69.0363
5.2680,57.2956,68.5920
5.2720,57.2958,68.5430
5.2760,57.2956,68.5430
5.2800,57.2957,68.0840
5.2840,57.2955,67.2500
5.2880,57.2958,66.8034
5.2920,57.2956,65.9371
5.2960,57.2958,64.9412
5.3000,57.2955,64.1677
5.3040,57.2958,63.6855
5.3080,57.2956,63.2076
5.3120,57.2957,62.7466
5.3160,57.2955,62.5828
5.3200,57.2959,62.1324
5.3240,57.2956,61.1655
5.3280,57.2958,60.2359
5.3320,57.2956,59.7665
5.3360,57.2958,58.9387
5.3400,57.2955,58.1756
5.3440,57.2958,57.6991
5.3480,57.2956,57.2198
5.3520,57.2958,56.3319
5.3560,57.2956,55.6904
5.3600,57.2958,55.1891
5.3640,57.2955,54.8344
5.3680,57.2958,54.8344
5.3720,57.2956,53.8903
5.3760,57.2959,52.9689
5.3800,57.2957,52.2328
5.3840,57.2959,51.7382
5.3880,57.2957,51.2806
5.3920,57.2959,50.2387
5.3960,57.2957,49.7374
5.4000,57.2958,48.9999
5.4040,57.2957,48.1567
5.4080,57.2958,47.6965
5.4120,57.2957,47.2590
5.4160,57.2958,46.7634
5.4200,57.2957,46.4901
5.4240,57.2959,46.1093
5.4280,57.2957,44.7348
5.4320,57.2958,44.2870
5.4360,57.2957,43.7795
5.4400,57.2958,43.0064
5.4440,57.2957,42.1859
5.4480,57.2958,41.7160
5.4520,57.2957,41.2484
5.4560,57.2958,40.3993
5.4600,57.2957,39.6911
5.4640,57.2958,39.1058
5.4680,57.2957,38.1275
5.4720,57.2958,37.6408
5.4760,55.4655,37.1858
5.4800,54.8027,36.9536
5.4840,54.8027,36.7132
5.4880,54.8027,35.7463
5.4920,54.8027,34.8170
5.4960,52.9704,34.2048
5.5000,52.2639,33.7064
5.5040,52.2639,33.0509
5.5080,52.2639,32.1414
5.5120,52.2639,31.6751
5.5160,50.1892,31.1918
5.5200,49.5867,30.4183
5.5240,49.5867,29.6410
5.5280,49.5867,29.2005
5.5320,49.5867,28.7133
5.5360,47.5506,28.6093
5.5400,46.8692,28.0667
5.5440,46.8692,27.0999
5.5480,46.8692,26.1862
5.5520,46.8692,25.6998
5.5560,44.8659,24.8418
5.5600,44.1167,24.1634
5.5640,44.1167,23.6734
5.5680,44.1167,23.1250
5.5720,44.1167,22.2133
5.5760,42.0479,22.0530
5.5800,41.3338,22.0530
5.5840,41.3338,21.5252
5.5880,41.3338,20.2649
5.5920,41.3338,19.7468
5.5960,41.3338,19.2434
5.6000,39.1213,18.4426
5.6040,38.4451,17.6936
5.6080,38.4451,17.1936
5.6120,38.4451,16.2433
5.6160,36.3181,15.6725
5.6200,35.6238,15.1892
5.6240,35.6238,14.5245
5.6280,35.6238,13.6371
5.6320,35.6238,13.1597
5.6360,35.6238,12.7014
5.6400,33.3769,12.5166
5.6440,32.6223,12.5166
5.6480,32.6223,12.2599
5.6520,32.6223,10.4403
5.6560,32.6223,9.7577
5.6600,30.4119,8.9831
5.6640,29.6236,8.1575
5.6680,29.6236,7.7017
5.6720,29.6236,7.2279
5.6760,27.5970,6.2935
5.6800,26.7069,5.9603
5.6840,26.7069,5.6107
5.6880,26.7069,4.7682
5.6920,26.7069,4.7682
5.6960,26.7069,3.8956
5.7000,24.5694,2.9755
5.7040,23.7818,2.3841
5.7080,23.7818,2.2070
5.7120,23.7818,1.2782
5.7160,23.7818,1.1921
5.7200,21.6297,0.6032
5.7240,20.7698,0.0000
5.7280,20.7698,0.0000
5.7320,20.7698,0.0000
5.7360,20.7698,0.0000
5.7400,18.7110,0.0000
5.7440,18.0005,0.0000
5.7480,18.0005,0.0000
5.7520,18.0005,0.0000
5.7560,18.0005,0.0000
5.7600,16.5773,0.0000
5.7640,15.6004,0.0000
5.7680,15.6004,0.0000
5.7720,15.6004,0.0000
5.7760,15.6004,0.0000
5.7800,14.0964,0.0000
5.7840,13.5204,0.0000
5.7880,13.5204,0.0000
5.7920,13.5204,0.0000
5.7960,13.5204,0.0000
5.8000,12.2245,0.0000
5.8040,11.7177,0.0000
5.8080,11.7177,0.0000
5.8120,11.7177,0.0000
5.8160,11.7177,0.0000
5.8200,10.5464,0.0000
5.8240,10.1553,0.0000
5.8280,10.1553,0.0000
5.8320,10.1553,0.0000
5.8360,10.1553,0.0000
5.8400,9.1428,0.0000
5.8440,8.8013,0.0000
5.8480,8.8012,0.0000
5.8520,8.8013,0.0000
5.8560,8.8012,0.0000
5.8600,7.9163,0.0000
5.8640,7.6277,0.0000
5.8680,7.6278,0.0000
5.8720,7.6277,0.0000
5.8760,7.6278,0.0000
5.8800,7.0741,0.0000
5.8840,6.8756,0.0000
5.8880,6.8755,0.0000
5.8920,6.8755,0.0000
5.8960,6.8755,0.0000
5.9000,6.8756,0.0000
5.9040,6.8755,0.0000
5.9080,6.8756,0.0000
5.9120,6.8755,0.0000
5.9160,6.8755,0.0000
5.9200,6.8755,0.0000
5.9240,6.8755,0.0000
5.9280,6.8755,0.0000
5.9320,6.8755,0.0000
5.9360,6.8755,0.0000
5.9400,6.8755,0.0000
5.9440,6.8755,0.0000
5.9480,6.8755,0.0000
5.9520,6.8755,0.0000
5.9560,6.8755,0.0000
5.9600,6.8755,0.0000
5.9640,6.8756,0.0000
5.9680,6.8755,0.0000
5.9720,6.8756,0.0000
5.9760,6.8755,0.0000
5.9800,6.8756,0.0000
5.9840,6.8755,0.0000
5.9880,6.8755,0.0000
5.9920,6.8755,0.0000
5.9960,6.8755,0.0000
6.0000,6.8755,0.0000
6.0040,6.8756,0.0000
6.0080,6.8755,0.0000
6.0120,6.8756,0.0000
6.0160,6.8755,0.0000
6.0200,6.8756,0.0000
6.0240,6.8755,0.0000
6.0280,6.8756,0.0000
6.0320,6.8755,0.0000
6.0360,6.8756,0.0000
6.0400,6.8755,0.0000
6.0440,6.8756,0.0000
6.0480,6.8755,0.0000
6.0520,6.8755,0.0000
6.0560,6.8755,0.0000
6.0600,6.8756,0.0000
6.0640,6.8755,0.0000
6.0680,6.8756,0.0000
6.0720,6.8755,0.0000
6.0760,6.8756,0.0000
6.0800,6.8755,0.0000
6.0840,6.8756,0.0000
6.0880,6.8755,0.0000
6.0920,6.8755,0.0000
6.0960,6.8755,0.0000
6.1000,6.8756,0.0000
6.1040,6.8755,0.0000
6.1080,6.8756,0.0000
6.1120,6.8755,0.0000
6.1160,6.8756,0.0000
6.1200,6.8755,0.0000
6.1240,6.8755,0.0000
6.1280,6.8755,0.0000
6.1320,6.8756,0.0000
6.1360,6.8755,0.0000
6.1400,6.8756,0.0000
6.1440,6.8755,0.0000
6.1480,6.8755,0.0000
6.1520,6.8755,0.0000
6.1560,6.8756,0.0000
6.1600,6.8755,0.0000
6.1640,6.8756,0.0000
6.1680,6.8755,0.0000
6.1720,6.8755,0.0000
6.1760,6.8755,0.0000
6.1800,6.8756,0.0000
6.1840,6.8755,0.0000
6.1880,6.8756,0.0000
6.1920,6.8755,0.0000
6.1960,6.8755,0.0000
6.2000,6.8755,0.0000
6.2040,6.8756,0.0000
6.2080,6.8755,0.0000
6.2120,6.8755,0.0000
6.2160,6.8755,0.0000
6.2200,6.8755,0.0000
6.2240,6.8755,0.0000
6.2280,6.8755,0.0000
6.2320,6.8755,0.0000
6.2360,6.8756,0.0000
6.2400,6.8755,0.0000
6.2440,6.8755,0.0000
6.2480,6.8755,0.0000
6.2520,6.8756,0.0000
6.2560,6.8755,0.0000
6.2600,6.8755,0.0000
6.2640,6.8755,0.0000
6.2680,6.8756,0.0000
6.2720,6.8755,0.0000
6.2760,6.8755,0.0000
6.2800,6.8755,0.0000
6.2840,6.8756,0.0000
6.2880,6.8755,0.0000
6.2920,6.8755,0.0000
6.2960,6.8755,0.0000
6.3000,6.8755,0.0000
6.3040,6.8755,0.0000
6.3080,6.8755,0.0000
6.3120,6.8755,0.0000
6.3160,6.8755,0.0000
6.3200,6.8755,0.0000
6.3240,6.8755,0.0000
6.3280,6.8755,0.0000
6.3320,6.8755,0.0000
6.3360,6.8755,0.0000
6.3400,6.8756,0.0000
6.3440,6.8755,0.0000
6.3480,6.8755,0.0000
6.3520,6.8755,0.0000
6.3560,6.8755,0.0000
6.3600,6.8755,0.0000
6.3640,6.8755,0.0000
6.3680,6.8755,0.0000
6.3720,6.8756,0.0000
6.3760,6.8755,0.0000
6.3800,6.8756,0.0000
6.3840,6.8755,0.0000
6.3880,6.8755,0.0000
6.3920,6.8755,0.0000
6.3960,6.8755,0.0000
6.4000,6.8755,0.0000
6.4040,6.8756,0.0000
6.4080,6.8755,0.0000
6.4120,6.8755,0.0000
6.4160,6.8755,0.0000
6.4200,6.8755,0.0000
6.4240,6.8755,0.0000
6.4280,6.8756,0.0000
6.4320,6.8755,0.0000
6.4360,6.8755,0.0000
6.4400,6.8755,0.0000
6.4440,6.8755,0.0000
6.4480,6.8755,0.0000
6.4520,6.8755,0.0000
6.4560,6.8755,0.0000
6.4600,6.8755,0.0000
6.4640,6.8755,0.0000
6.4680,6.8755,0.0000
6.4720,6.8755,0.0000
6.4760,6.8755,0.0000
6.4800,6.8755,0.0000
6.4840,6.8755,0.0000
6.4880,6.8755,0.0000
6.4920,6.8755,0.4762
6.4960,6.8755,1.8424
6.5000,6.8755,2.3054
6.5040,6.8755,3.1242
6.5080,6.8755,3.8324
6.5120,6.8755,4.3328
6.5160,6.8755,4.7974
6.5200,6.8755,5.2654
6.5240,6.8755,5.3642
6.5280,6.8755,5.9401
6.5320,6.8755,6.9112
6.5360,6.8755,7.8033
6.5400,6.8755,8.2690
6.5440,6.8755,9.1399
6.5480,6.8755,9.8201
6.5520,6.8755,10.3037
6.5560,6.8755,10.8350
6.5600,6.8755,11.8024
6.5640,6.8755,12.3260
6.5680,6.8755,12.5166
6.5720,6.8755,12.8623
6.5760,6.8755,13.7617
6.5800,6.8755,14.2511
6.5840,6.8755,15.0733
6.5880,6.8755,15.4967
6.5920,6.8755,15.8694
6.5960,6.8755,16.7670
6.6000,6.8755,17.2283
6.6040,6.8755,17.7046
6.6080,6.8755,18.1886
6.6120,6.8755,18.8640
6.6160,6.8755,19.7422
6.6200,6.8755,20.2276
6.6240,6.8755,21.1189
6.6280,7.7760,21.7663
6.6320,8.1613,22.4556
6.6360,8.1613,23.3347
6.6400,8.1613,23.8009
6.6440,8.1613,24.2482
6.6480,9.5774,25.0187
6.6520,10.2519,25.8300
6.6560,10.2519,26.2252
6.6600,10.2519,26.2252
6.6640,10.2519,27.0634
6.6680,11.7636,27.7181
6.6720,12.3817,28.4160
6.6760,12.3817,29.2991
6.6800,12.3817,29.7721
6.6840,12.3817,30.2049
6.6880,14.0303,30.9934
6.6920,14.7043,30.9934
6.6960,14.7043,31.2201
6.7000,14.7043,32.6486
6.7040,14.7043,33.2055
6.7080,16.3891,33.6801
6.7120,17.1146,34.3654
6.7160,17.1146,35.2651
6.7200,17.1146,35.7408
6.7240,17.1146,36.1753
6.7280,18.8173,36.6524
6.7320,19.6009,37.3781
6.7360,19.6009,38.1457
6.7400,19.6009,38.1457
6.7440,19.6009,39.0343
6.7480,21.2308,39.6788
6.7520,22.0735,40.4119
6.7560,22.0735,41.1258
6.7600,22.0735,41.1258
6.7640,22.0735,42.5167
6.7680,23.8093,43.2517
6.7720,24.6138,43.7322
6.7760,24.6138,44.3353
6.7800,24.6138,45.2606
6.7840,24.6138,45.7178
6.7880,26.4595,46.4481
6.7920,27.3717,47.2838
6.7960,27.3717,47.8030
6.8000,27.3717,48.2855
6.8040,27.3717,48.7544
6.8080,29.1964,48.8742
6.8120,30.1592,49.3257
6.8160,30.1592,50.3165
6.8200,30.1592,51.2472
6.8240,30.1592,51.7206
6.8280,32.0456,52.5736
6.8320,32.9724,53.2921
6.8360,32.9724,53.7507
6.8400,32.9724,54.1954
6.8440,32.9724,54.2384
6.8480,34.8335,54.9367
6.8520,35.8079,55.6635
6.8560,35.8079,56.2645
6.8600,35.8079,57.2368
6.8640,35.8079,57.6924
6.8680,37.6542,58.4979
6.8720,38.6627,59.2257
6.8760,38.6627,59.7081
6.8800,38.6627,60.1941
6.8840,38.6627,61.0219
6.8880,40.6000,61.3907
6.8920,41.5341,61.9198
6.8960,41.5341,62.7387
6.9000,41.5341,63.2091
6.9040,41.5341,63.6809
6.9080,43.4910,64.5201
6.9120,44.4200,65.2266
6.9160,44.4201,65.7154
6.9200,44.4200,66.2064
6.9240,44.4202,67.1646
6.9280,46.3758,67.7213
6.9320,47.3187,68.4727
6.9360,47.3187,69.1391
6.9400,47.3187,69.1391
6.9440,47.3187,69.1391
6.9480,49.2357,69.1391
6.9520,50.2281,69.1391
6.9560,50.2281,69.1391
6.9600,50.2281,69.1391
6.9640,50.2281,69.1391
6.9680,51.9042,69.1391
6.9720,52.7494,69.1391
6.9760,52.7494,69.1391
6.9800,52.7495,69.1391
6.9840,52.7495,69.1391
6.9880,54.2572,69.1391
6.9920,54.9347,69.1391
6.9960,54.9347,69.1391
7.0000,54.9345,69.1391
7.0040,54.9348,69.1391
7.0080,54.9346,69.1391
7.0120,56.1956,69.1391
7.0160,56.8285,69.1391
7.0200,56.8287,69.1391
7.0240,56.8285,69.1391
7.0280,56.8287,69.1391
7.0320,57.1384,69.1391
7.0360,57.2958,69.1391
7.0400,57.2956,69.1391
7.0440,57.2958,69.1391
7.0480,57.2956,69.1391
7.0520,57.2958,69.1391
7.0560,57.2956,69.1391
7.0600,57.2958,69.1391
7.0640,57.2956,69.1391
7.0680,57.2958,69.1391
7.0720,57.2956,69.1391
7.0760,57.2957,69.1391
7.0800,57.2956,69.1391
7.0840,57.2957,69.1391
7.0880,57.2956,69.1391
7.0920,57.2957,69.1391
7.0960,57.2955,69.1391
7.1000,57.2957,69.1391
7.1040,57.2956,69.1391
7.1080,57.2957,69.1391
7.1120,57.2956,69.1391
7.1160,57.2957,69.1391
7.1200,57.2956,69.1391
7.1240,57.2957,69.1391
7.1280,57.2956,69.1391
7.1320,57.2957,69.1391
7.1360,57.2956,69.1391
7.1400,57.2957,69.1391
7.1440,57.2956,69.1391
7.1480,57.2957,69.1391
7.1520,57.2956,69.1391
7.1560,57.2957,69.1391
7.1600,57.2956,69.1391
7.1640,57.2957,69.1391
7.1680,57.2956,69.1391
7.1720,57.2957,69.1391
7.1760,57.2956,69.1391
7.1800,57.2957,69.1391
7.1840,57.2956,69.1391
7.1880,57.2957,69.1391
7.1920,57.2956,69.1391
7.1960,57.2957,69.1391
7.2000,57.2956,69.1391
7.2040,57.2957,69.1391
7.2080,57.2956,69.1391
7.2120,57.2957,69.1391
7.2160,57.2956,69.1391
7.2200,57.2957,69.1391
7.2240,57.2956,69.1391
7.2280,57.2957,69.1391
7.2320,57.2957,69.1391
7.2360,57.2957,69.1391
7.2400,57.2956,69.1391
7.2440,57.2958,69.1391
7.2480,57.2956,69.1391
7.2520,57.2957,69.1391
7.2560,57.2956,69.1391
7.2600,57.2957,69.1391
7.2640,57.2956,69.1391
7.2680,57.2957,69.1391
7.2720,57.2956,69.1391
7.2760,57.2957,69.1391
7.2800,57.2956,69.1391
7.2840,57.2957,69.1391
7.2880,57.2956,69.1391
7.2920,57.2957,69.1391
7.2960,57.2956,69.1391
7.3000,57.2957,69.1391
7.3040,57.2956,69.1391
7.3080,57.2958,69.1391
7.3120,57.2956,69.1391
7.3160,57.2957,69.1391
7.3200,57.2955,69.1391
7.3240,57.2957,69.1391
7.3280,57.2957,69.1391
7.3320,57.2957,69.1391
7.3360,57.2956,69.1391
7.3400,57.2957,69.1391
7.3440,57.2956,69.1391
7.3480,57.2957,69.1391
7.3520,57.2956,69.1391
7.3560,57.2957,69.1391
7.3600,57.2956,69.1391
7.3640,57.2957,69.1391
7.3680,57.2956,69.1391
7.3720,57.2957,69.1391
7.3760,57.2956,69.1391
7.3800,57.2957,69.1391
7.3840,57.2956,69.1391
7.3880,57.2958,69.1391
7.3920,57.2956,69.1391
7.3960,57.2957,69.1391
