t_mono_s,source,Thumb_rad,Index_rad,Middle_rad,Ring_rad,Little_rad,Rotate_rad
3874.020518,sim,0.530861,0.737748,0.726094,0.726093,0.726093,0.369231
3874.021165,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.021362,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.021528,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.021685,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.021841,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.021990,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.023280,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.027362,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.031366,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.035368,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.039415,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.043365,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.047434,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.051433,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.055414,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.059605,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.063424,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.067357,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.071284,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.075491,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.079505,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.083250,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.087331,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.091372,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.095379,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.099286,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.103352,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.107364,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.111371,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.115334,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.119442,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.123325,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.127432,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.131318,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.135337,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.139458,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.143374,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.147311,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.151335,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.155299,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.159656,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.163376,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.167354,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.171355,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.175360,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.179404,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.183386,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.187452,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.191317,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.195301,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.199457,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.203357,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.207339,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.211396,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.215351,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.219493,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.223377,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.227508,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.231411,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.235485,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.239547,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.243377,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.247305,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.251454,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.255369,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.259572,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.263331,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.267362,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.271272,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.275378,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.279448,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.283354,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.287293,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.291333,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.295342,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.299375,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.303288,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.307242,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.640625,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.640926,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.641385,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.641666,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.641903,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642063,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642214,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642357,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642501,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642642,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642779,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.642912,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.643108,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.643401,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.643696,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.643993,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.644289,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.644571,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.644736,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.644888,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645047,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645191,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645339,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645489,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645630,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645769,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.645910,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.646111,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.646287,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.646439,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.646583,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.646728,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.646877,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.647030,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.647172,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.647352,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.647515,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.647658,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.647840,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.648048,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.648193,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.648350,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.648492,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.648625,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
3874.648755,sim,0.530861,0.737748,0.726093,0.726093,0.726093,0.369231
