t_rel_s,sim_Index_deg,real_Index_deg
0.0000,6.8755,6.8755
0.0040,6.8755,6.8755
0.0080,6.8755,6.8755
0.0120,6.8755,6.8755
0.0160,6.8755,6.8755
0.0200,6.8755,6.8755
0.0240,6.8755,6.8755
0.0280,6.8755,6.8755
0.0320,6.8755,6.8755
0.0360,6.8755,6.8755
0.0400,6.8755,6.8755
0.0440,6.8755,6.8755
0.0480,6.8755,6.8755
0.0520,6.8755,6.8755
0.0560,6.8755,6.8755
0.0600,6.8755,6.8755
0.0640,6.8755,6.8755
0.0680,6.8755,6.8755
0.0720,6.8755,6.8755
0.0760,6.8755,6.8755
0.0800,6.8755,6.8755
0.0840,6.8755,6.8755
0.0880,6.8755,6.8755
0.0920,6.8755,6.8755
0.0960,6.8755,6.8755
0.1000,6.8755,6.8755
0.1040,6.8755,6.8755
0.1080,6.8755,6.8755
0.1120,6.8755,6.8755
0.1160,6.8755,6.8755
0.1200,6.8755,6.8755
0.1240,6.8755,6.8755
0.1280,6.8755,6.8755
0.1320,6.8755,6.8755
0.1360,6.8755,6.8755
0.1400,6.8755,6.8755
0.1440,6.8755,6.8755
0.1480,6.8755,6.8755
0.1520,6.8755,6.8755
0.1560,6.8755,6.8755
0.1600,6.8755,6.8755
0.1640,6.8755,6.8755
0.1680,6.8755,6.8755
0.1720,6.8755,6.8755
0.1760,6.8755,6.8755
0.1800,6.8755,6.8755
0.1840,6.8755,6.8755
0.1880,6.8755,6.8755
0.1920,6.8755,6.8755
0.1960,6.8755,6.8755
0.2000,6.8755,6.8755
0.2040,6.8755,6.8755
0.2080,6.8755,6.8755
0.2120,6.8755,6.8755
0.2160,6.8755,6.8755
0.2200,6.8755,6.8755
0.2240,6.8755,6.8755
0.2280,6.8755,6.8755
0.2320,6.8755,6.8755
0.2360,6.8755,6.8755
0.2400,6.8755,6.8755
0.2440,6.8755,6.8755
0.2480,6.8755,6.8755
0.2520,6.8755,6.8755
0.2560,6.8755,6.8755
0.2600,6.8755,6.8755
0.2640,6.8755,6.8755
0.2680,6.8755,6.8755
0.2720,6.8755,6.8755
0.2760,6.8755,6.8755
0.2800,6.8755,6.8755
0.2840,6.8755,6.8755
0.2880,6.8755,6.8755
0.2920,6.8755,6.8755
0.2960,6.8755,6.8755
0.3000,6.8755,6.8755
0.3040,6.8755,6.8755
0.3080,6.8755,6.8755
0.3120,6.8755,6.8755
0.3160,6.8755,6.8755
0.3200,6.8755,6.8755
0.3240,6.8755,6.8755
0.3280,6.8755,6.8755
0.3320,6.8755,6.8755
0.3360,6.8755,6.8755
0.3400,6.8755,6.8755
0.3440,6.8755,6.8755
0.3480,6.8755,6.8755
0.3520,6.8755,6.8755
0.3560,6.8755,6.8755
0.3600,6.8755,6.8755
0.3640,6.8755,6.8755
0.3680,6.8755,6.8755
0.3720,6.8755,6.8755
0.3760,6.8755,6.8755
0.3800,6.8755,6.8755
0.3840,6.8755,6.8755
0.3880,6.8755,6.8755
0.3920,6.8755,6.8755
0.3960,6.8755,6.8755
0.4000,6.8755,6.8755
0.4040,6.8755,6.8755
0.4080,6.8755,6.8755
0.4120,6.8755,6.8755
0.4160,6.8755,6.8755
0.4200,6.8755,6.8755
0.4240,6.8755,6.8755
0.4280,6.8755,6.8755
0.4320,6.8755,6.8755
0.4360,6.8755,6.8755
0.4400,6.8755,6.8755
0.4440,6.8755,6.8755
0.4480,6.8755,6.8755
0.4520,6.8755,6.8755
0.4560,6.8755,6.8755
0.4600,6.8755,6.8755
0.4640,6.8755,6.8755
0.4680,6.8755,6.8755
0.4720,6.8755,6.8755
0.4760,6.8755,6.8755
0.4800,6.8755,6.8755
0.4840,6.8755,6.8755
0.4880,6.8755,6.8755
0.4920,6.8755,6.8755
0.4960,6.8755,6.8755
0.5000,6.8755,6.8755
0.5040,6.8755,6.8755
0.5080,6.8755,6.8755
0.5120,6.8755,6.8755
0.5160,6.8755,6.8755
0.5200,6.8755,6.8755
0.5240,6.8755,6.8755
0.5280,6.8755,6.8755
0.5320,6.8755,6.8755
0.5360,6.8755,6.8755
0.5400,6.8755,6.8755
0.5440,6.8755,6.8755
0.5480,6.8755,6.8755
0.5520,6.8755,6.8755
0.5560,6.8755,6.8755
0.5600,6.8755,6.8755
0.5640,6.8755,6.8755
0.5680,6.8755,6.8755
0.5720,6.8755,6.8755
0.5760,6.8755,6.8755
0.5800,6.8755,6.8755
0.5840,6.8755,6.8755
0.5880,6.8755,6.8755
0.5920,6.8755,6.8755
0.5960,6.8755,6.8755
0.6000,6.8755,6.8755
0.6040,6.8755,6.8755
0.6080,6.8755,6.8755
0.6120,6.8755,6.8755
0.6160,6.8755,6.8755
0.6200,6.8755,6.8755
0.6240,6.8755,6.8755
0.6280,6.8755,6.8755
0.6320,6.8755,6.8755
0.6360,6.8755,7.1060
0.6400,6.8755,7.2094
0.6440,6.8755,7.4981
0.6480,6.8853,8.2267
0.6520,6.9200,8.4884
0.6560,6.9200,8.7588
0.6600,6.9200,9.1565
0.6640,6.9620,9.6059
0.6680,7.1812,9.8869
0.6720,7.1812,10.4194
0.6760,7.1812,10.7494
0.6800,7.1812,11.0190
0.6840,7.2729,11.3658
0.6880,7.6747,11.8915
0.6920,7.6747,12.1336
0.6960,7.6747,12.5949
0.7000,7.6747,13.1272
0.7040,7.6747,13.6367
0.7080,7.6747,13.9172
0.7120,7.6747,14.4689
0.7160,7.6747,14.7784
0.7200,7.6747,15.0479
0.7240,7.6747,15.3117
0.7280,7.8889,15.5607
0.7320,8.6812,16.1425
0.7360,8.6812,16.6919
0.7400,8.6812,17.0591
0.7440,8.6812,17.3245
0.7480,8.9365,17.6256
0.7520,9.8206,18.1688
0.7560,9.8206,18.4586
0.7600,9.8206,18.8854
0.7640,9.8206,19.3250
0.7680,10.1117,19.5890
0.7720,11.0752,19.8670
0.7760,11.0752,20.3705
0.7800,11.0752,20.7370
0.7840,11.0752,21.0050
0.7880,11.3925,21.2694
0.7920,12.3851,21.5371
0.7960,12.3851,22.0216
0.8000,12.3851,22.6815
0.8040,12.3851,23.3415
0.8080,12.7106,23.6000
0.8120,13.8320,23.8861
0.8160,13.8320,24.3789
0.8200,13.8320,24.7390
0.8240,13.8320,25.1085
0.8280,14.1741,25.6103
0.8320,15.3086,25.8878
0.8360,15.3086,25.9083
0.8400,15.3086,26.4206
0.8440,15.3086,27.0154
0.8480,15.6579,27.2786
0.8520,16.8555,27.5432
0.8560,16.8555,28.0705
0.8600,16.8555,28.4283
0.8640,16.8555,28.8033
0.8680,17.1636,29.2885
0.8720,18.4187,29.5594
0.8760,18.4187,29.8292
0.8800,18.4187,30.2832
0.8840,18.4187,30.5830
0.8880,18.7983,30.7056
0.8920,20.0406,31.5248
0.8960,20.0406,31.8316
0.9000,20.0406,32.1027
0.9040,20.0406,32.4813
0.9080,20.4057,32.9592
0.9120,21.6689,33.2505
0.9160,21.6689,33.2543
0.9200,21.6689,33.7841
0.9240,21.6689,34.3702
0.9280,22.0820,34.7016
0.9320,23.3472,35.2463
0.9360,23.3472,35.5122
0.9400,23.3472,35.7780
0.9440,23.3472,36.1569
0.9480,23.7397,36.6354
0.9520,25.0243,36.9153
0.9560,25.0243,37.4510
0.9600,25.0243,37.7936
0.9640,25.0243,38.0499
0.9680,25.3923,38.3352
0.9720,26.7449,38.9205
0.9760,26.7449,39.2040
0.9800,26.7449,39.4580
0.9840,26.7449,39.8195
0.9880,27.1252,40.3042
0.9920,28.4588,40.5996
0.9960,28.4588,41.0981
1.0000,28.4588,41.2681
1.0040,28.4588,41.2681
1.0080,28.8008,41.4060
1.0120,30.1667,41.9360
1.0160,30.1667,41.9360
1.0200,30.1667,41.9360
1.0240,30.1667,41.9360
1.0280,30.4909,41.9360
1.0320,31.7359,41.9360
1.0360,31.7359,41.9360
1.0400,31.7359,41.9360
1.0440,31.7359,41.9360
1.0480,32.0219,41.9360
1.0520,33.0959,41.9360
1.0560,33.0959,41.9360
1.0600,33.0959,41.9360
1.0640,33.0959,41.9360
1.0680,33.3609,41.9360
1.0720,34.2746,41.9360
1.0760,34.2746,41.9360
1.0800,34.2746,41.9360
1.0840,34.2746,41.9360
1.0880,34.5065,41.9360
1.0920,35.2961,41.9360
1.0960,35.2961,41.9360
1.1000,35.2961,41.9360
1.1040,35.2961,41.9360
1.1080,35.5170,41.9360
1.1120,36.1814,41.9360
1.1160,36.1814,41.9360
1.1200,36.1814,41.9360
1.1240,36.1814,41.9360
1.1280,36.3430,41.9360
1.1320,36.9487,41.9360
1.1360,36.9487,41.9360
1.1400,36.9487,41.9360
1.1440,36.9487,41.9360
1.1480,37.0991,41.9360
1.1520,37.6137,41.9360
1.1560,37.6137,41.9360
1.1600,37.6137,41.9360
1.1640,37.6137,41.9360
1.1680,37.7462,41.9360
1.1720,38.1900,41.9360
1.1760,38.1900,41.9360
1.1800,38.1900,41.9360
1.1840,38.1900,41.9360
1.1880,38.1900,41.9360
1.1920,38.2979,41.9360
1.1960,38.6894,41.9360
1.2000,38.6894,41.9360
1.2040,38.6894,41.9360
1.2080,38.7924,41.9360
1.2120,39.1223,41.9360
1.2160,39.1223,41.9360
1.2200,39.1223,41.9360
1.2240,39.1223,41.9360
1.2280,39.1223,41.9360
1.2320,39.2159,41.9360
1.2360,39.4975,41.9360
1.2400,39.4975,41.9360
1.2440,39.4975,41.9360
1.2480,39.4975,41.9360
1.2520,39.5723,41.9360
1.2560,39.8226,41.9360
1.2600,39.8226,41.9360
1.2640,39.8226,41.9360
1.2680,39.8226,41.9360
1.2720,39.8845,41.9360
1.2760,40.1044,41.9360
1.2800,40.1044,41.9360
1.2840,40.1044,41.9360
1.2880,40.1044,41.9360
1.2920,40.1640,41.9360
1.2960,40.3486,41.9360
1.3000,40.3486,41.9360
1.3040,40.3906,41.9360
