t_mono_s,source,Thumb_rad,Index_rad,Middle_rad,Ring_rad,Little_rad,Rotate_rad
3422.599266,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.599889,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.600126,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.600324,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.600518,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.600743,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.600901,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.601082,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.601232,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.601377,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.601525,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.601690,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.601897,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.602065,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.602215,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.602368,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.602521,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.602685,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.602899,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.603087,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.603517,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.603803,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604053,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604205,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604347,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604497,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604638,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604776,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.604908,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.605055,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.605197,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.605337,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.605475,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.605636,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
3422.605811,sim,0.677086,0.778543,0.801854,0.784371,0.726093,0.192308
