t_rel_s,t_unix,mode,cycle,phase,setpoint_n,force_net_n,lc_seq,lc_t_us,lc_voltage_raw_v,q1,q2,q3,q4,q5,q6,tcp_x,tcp_y,tcp_z,pose_age_ms,taxel_0,taxel_1,taxel_2,taxel_3,taxel_4,taxel_5,taxel_6,taxel_7,taxel_8,taxel_9,taxel_10,taxel_11,taxel_12,taxel_13,taxel_14,taxel_15,taxel_16,taxel_17,taxel_18,taxel_19,taxel_20,taxel_21,taxel_22,taxel_23,taxel_24,touch_t_us,taxel_age_ms,n_RA,n_SA,cn_mm,cn_ra,cn_sa
0.0413,1788965829.3919,TOUCH,1,0,0.5000,-0.0054,888480,1468407149,-3.7623539,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0437,1788965829.3943,TOUCH,1,0,0.5000,-0.0055,888481,1468409545,-3.7603986,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0461,1788965829.3967,TOUCH,1,0,0.5000,-0.0056,888482,1468411957,-3.7473056,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0485,1788965829.3991,TOUCH,1,0,0.5000,-0.0056,888483,1468414333,-3.7232375,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0511,1788965829.4016,TOUCH,1,0,0.5000,-0.0056,888484,1468416861,-3.7468159,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0537,1788965829.4043,TOUCH,1,0,0.5000,-0.0056,888485,1468419313,-3.7390785,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0562,1788965829.4067,TOUCH,1,0,0.5000,-0.0056,888486,1468421908,-3.7412846,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0592,1788965829.4097,TOUCH,1,0,0.5000,-0.0055,888487,1468424400,-3.7465529,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0615,1788965829.4120,TOUCH,1,0,0.5000,-0.0055,888488,1468427246,-3.7459311,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0640,1788965829.4146,TOUCH,1,0,0.5000,-0.0055,888489,1468429879,-3.7229714,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0668,1788965829.4174,TOUCH,1,0,0.5000,-0.0055,888490,1468432306,-3.7790663,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0690,1788965829.4196,TOUCH,1,0,0.5000,-0.0057,888491,1468434735,-3.7719369,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0713,1788965829.4219,TOUCH,1,0,0.5000,-0.0059,888492,1468437165,-3.7637103,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0737,1788965829.4243,TOUCH,1,0,0.5000,-0.0061,888493,1468439519,-3.7755325,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0762,1788965829.4268,TOUCH,1,0,0.5000,-0.0062,888494,1468441910,-3.7564504,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0787,1788965829.4292,TOUCH,1,0,0.5000,-0.0063,888495,1468444424,-3.7228911,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0810,1788965829.4316,TOUCH,1,0,0.5000,-0.0063,888496,1468446859,-3.7412069,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0835,1788965829.4341,TOUCH,1,0,0.5000,-0.0062,888497,1468449267,-3.7515697,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0861,1788965829.4366,TOUCH,1,0,0.5000,-0.0062,888498,1468451818,-3.7296085,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0885,1788965829.4391,TOUCH,1,0,0.5000,-0.0061,888499,1468454322,-3.7330444,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0911,1788965829.4416,TOUCH,1,0,0.5000,-0.0060,888500,1468456820,-3.7407126,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0935,1788965829.4441,TOUCH,1,0,0.5000,-0.0059,888501,1468459289,-3.7168784,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0960,1788965829.4465,TOUCH,1,0,0.5000,-0.0059,888502,1468461800,-3.7358079,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.0988,1788965829.4494,TOUCH,1,0,0.5000,-0.0058,888503,1468464311,-3.7331979,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1010,1788965829.4516,TOUCH,1,0,0.5000,-0.0057,888504,1468466803,-3.7157042,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1035,1788965829.4541,TOUCH,1,0,0.5000,-0.0057,888505,1468469311,-3.7442040,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1060,1788965829.4566,TOUCH,1,0,0.5000,-0.0056,888506,1468471800,-3.7328687,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1086,1788965829.4591,TOUCH,1,0,0.5000,-0.0056,888507,1468474297,-3.7640557,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1109,1788965829.4615,TOUCH,1,0,0.5000,-0.0056,888508,1468476749,-3.7493150,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1135,1788965829.4641,TOUCH,1,0,0.5000,-0.0056,888509,1468479282,-3.7306929,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1160,1788965829.4665,TOUCH,1,0,0.5000,-0.0056,888510,1468481793,-3.7419457,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1192,1788965829.4697,TOUCH,1,0,0.5000,-0.0055,888511,1468484312,-3.7218614,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1209,1788965829.4715,TOUCH,1,0,0.5000,-0.0054,888512,1468486786,-3.7232382,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1236,1788965829.4742,TOUCH,1,0,0.5000,-0.0053,888513,1468489449,-3.7428973,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1260,1788965829.4765,TOUCH,1,0,0.5000,-0.0053,888514,1468491792,-3.7782040,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1285,1788965829.4791,TOUCH,1,0,0.5000,-0.0053,888515,1468494312,-3.7508729,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1310,1788965829.4816,TOUCH,1,0,0.5000,-0.0053,888516,1468496803,-3.7427621,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1336,1788965829.4842,TOUCH,1,0,0.5000,-0.0053,888517,1468499274,-3.7455192,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1360,1788965829.4865,TOUCH,1,0,0.5000,-0.0053,888518,1468501797,-3.7225881,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1391,1788965829.4896,TOUCH,1,0,0.5000,-0.0052,888519,1468504319,-3.7047832,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1410,1788965829.4916,TOUCH,1,0,0.5000,-0.0051,888520,1468506824,-3.7800410,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1436,1788965829.4941,TOUCH,1,0,0.5000,-0.0051,888521,1468509381,-3.7458801,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1459,1788965829.4965,TOUCH,1,0,0.5000,-0.0051,888522,1468511748,-3.7413318,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1485,1788965829.4991,TOUCH,1,0,0.5000,-0.0051,888523,1468514299,-3.7119756,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1510,1788965829.5016,TOUCH,1,0,0.5000,-0.0051,888524,1468516801,-3.7441492,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1535,1788965829.5041,TOUCH,1,0,0.5000,-0.0049,888525,1468519286,-3.7132678,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1560,1788965829.5066,TOUCH,1,0,0.5000,-0.0049,888526,1468521816,-3.7525830,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1586,1788965829.5092,TOUCH,1,0,0.5000,-0.0050,888527,1468524314,-3.7636220,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1610,1788965829.5115,TOUCH,1,0,0.5000,-0.0050,888528,1468526812,-3.7518992,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1636,1788965829.5141,TOUCH,1,0,0.5000,-0.0051,888529,1468529376,-3.7433217,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1660,1788965829.5166,TOUCH,1,0,0.5000,-0.0051,888530,1468531789,-3.7668004,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1686,1788965829.5192,TOUCH,1,0,0.5000,-0.0052,888531,1468534296,-3.7705653,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1710,1788965829.5215,TOUCH,1,0,0.5000,-0.0053,888532,1468536749,-3.7122462,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1737,1788965829.5242,TOUCH,1,0,0.5000,-0.0052,888533,1468539303,-3.7264779,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1760,1788965829.5266,TOUCH,1,0,0.5000,-0.0051,888534,1468541812,-3.7327392,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1787,1788965829.5292,TOUCH,1,0,0.5000,-0.0051,888535,1468544297,-3.7325642,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1797,1788965829.5303,TOUCH,1,0,0.5000,-0.0050,888536,1468545595,-3.7420197,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1835,1788965829.5341,TOUCH,1,0,0.5000,-0.0050,888537,1468549309,-3.7347224,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1862,1788965829.5368,TOUCH,1,0,0.5000,-0.0050,888538,1468552037,-3.7623169,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1888,1788965829.5394,TOUCH,1,0,0.5000,-0.0051,888539,1468554621,-3.7689424,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1912,1788965829.5418,TOUCH,1,0,0.5000,-0.0051,888540,1468557021,-3.7463672,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1922,1788965829.5428,TOUCH,1,0,0.5000,-0.0051,888541,1468557962,-3.7422526,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1960,1788965829.5466,TOUCH,1,0,0.5000,-0.0052,888542,1468561816,-3.7539182,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.1985,1788965829.5491,TOUCH,1,0,0.5000,-0.0051,888543,1468564292,-3.7379470,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2010,1788965829.5515,TOUCH,1,0,0.5000,-0.0051,888544,1468566810,-3.7307160,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2034,1788965829.5540,TOUCH,1,0,0.5000,-0.0051,888545,1468569293,-3.7408490,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2060,1788965829.5566,TOUCH,1,0,0.5000,-0.0051,888546,1468571806,-3.7567990,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2086,1788965829.5591,TOUCH,1,0,0.5000,-0.0051,888547,1468574315,-3.7618651,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2110,1788965829.5616,TOUCH,1,0,0.5000,-0.0052,888548,1468576762,-3.7252481,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2136,1788965829.5642,TOUCH,1,0,0.5000,-0.0051,888549,1468579320,-3.7375910,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2163,1788965829.5669,TOUCH,1,0,0.5000,-0.0051,888550,1468582139,-3.7658138,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2190,1788965829.5696,TOUCH,1,0,0.5000,-0.0052,888551,1468584817,-3.7592983,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2219,1788965829.5725,TOUCH,1,0,0.5000,-0.0053,888552,1468587502,-3.7437112,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2242,1788965829.5748,TOUCH,1,0,0.5000,-0.0053,888553,1468590052,-3.7360985,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2276,1788965829.5781,TOUCH,1,0,0.5000,-0.0053,888554,1468592438,-3.7603593,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2294,1788965829.5800,TOUCH,1,0,0.5000,-0.0053,888555,1468595057,-3.7683253,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2317,1788965829.5823,TOUCH,1,0,0.5000,-0.0055,888556,1468597572,-3.7773085,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2341,1788965829.5847,TOUCH,1,0,0.5000,-0.0056,888557,1468599948,-3.7971609,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
0.2365,1788965829.5871,TOUCH,1,0,0.5000,-0.0058,888558,1468602327,-3.7496047,1.27077,-0.21642,-2.62340,1.26763,1.57080,-2.75396,-0.05718,-0.46142,0.05073,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
